law_type,category,month_idx,month_name,current_month,ytd,same_month_prev_year,prev_month
WOMEN,Murder for Dowry - by burning (Sec.302 IPC),2,February,0,1,0,1
WOMEN,"Murder for Dowry - by other means
(Sec.302 IPC)",2,February,0,0,0,0
WOMEN,Murder for other reasons,2,February,30,67,33,36
WOMEN,Attempt to Commit Murder for dowry by burning (Sec.307 IPC),2,February,0,0,0,0
WOMEN,Attempt to Commit Murder for dowry by other means (Sec.307 IPC),2,February,5,5,2,0
WOMEN,Attempt to Commit murder for other reasons,2,February,76,178,53,102
WOMEN,"Dowry Death-by burning
(Sec.304-B IPC)",2,February,0,0,0,0
WOMEN,Dowry Death-by other Means (Sec.304(B) IPC),2,February,9,20,14,11
WOMEN,Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),2,February,217,455,286,238
WOMEN,Abetment of Suicide (Sec.306 IPC),2,February,15,29,12,14
WOMEN,Immoral Traffic (prevention) Act.,2,February,21,50,28,29
WOMEN,Indecent Representation of Women(Prohibition) Act-1986,2,February,0,0,0,0
WOMEN,Pornography,2,February,0,0,0,0
WOMEN,Offences against Public Servants (Sec.182-188-333-353 IPC),2,February,15,21,9,6
WOMEN,Offences related to Marriage,2,February,1,5,4,4
WOMEN,Cyber Crimes,2,February,356,754,566,398
CHILDREN,"Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)",2,February,1,2,0,1
CHILDREN,Rape on Minor,2,February,0,0,0,0
CHILDREN,Exposure & abandonment (Sec. 317 IPC),2,February,1,6,5,5
CHILDREN,Kidnapping & Abduction of Children,2,February,344,351,306,306
CHILDREN,For Ransom - of Children,2,February,1,4,3,3
CHILDREN,of Children - for begging,2,February,0,0,0,0
CHILDREN,of Girls - Immoral Purpose,2,February,0,0,0,0
CHILDREN,With intent to Steal from Child,2,February,0,0,0,0
CHILDREN,Lawful Guardianship,2,February,0,0,0,0
CHILDREN,Procuration of Minor Girls - For Prostitution,2,February,0,0,0,0
CHILDREN,Procuration of Minor Girls - Importing of Girl,2,February,0,0,0,0
CHILDREN,Procuration of Minor Girls - For Other Purposes,2,February,2,3,1,1
CHILDREN,Sub Total,2,February,347,358,310,310
CHILDREN,Selling of girls for Prostitution (Sec.372 IPC),2,February,0,0,0,0
CHILDREN,The Prohibition of Child Marriage Act - 2006,2,February,12,23,9,11
CHILDREN,POCSO Act,2,February,264,612,324,348
CHILDREN,Death of Children due to miscarriage,2,February,0,0,4,0
CHILDREN,Juvenile Justice Act,2,February,12,25,8,13
CHILDREN,Child Labour (Pro.& Reg.) Act,2,February,6,16,4,10
CHILDREN,Probation of Offenders Act,2,February,0,0,0,0
SCST,Murder,2,February,5,13,18,8
SCST,Rape,2,February,8,18,8,10
SCST,Kidnapping,2,February,12,23,17,11
SCST,Offences under the Protection of Civil Rights Act.,2,February,0,0,0,0
SCST,Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),2,February,158,307,165,149
IPC,"Murder (Sec.302/303 IPC/103,104 BNS)",3,March,100,302,105,103
IPC,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),3,March,308,858,229,258
IPC,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),3,March,12,34,11,14
IPC,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),3,March,4,12,4,3
IPC,"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS)",3,March,96,238,63,77
IPC,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",3,March,428,1096,323,348
IPC,"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS)",3,March,15,55,29,18
IPC,"Robbery (Sec.392 to 394 IPC/309(4),309(5),309(6) BNS)",3,March,93,267,179,79
IPC,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8),334(2) BNS)",3,March,289,917,320,313
IPC,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2) BNS)",3,March,81,248,80,73
IPC,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),3,March,1818,5295,2121,1642
IPC,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",3,March,295,832,337,277
IPC,"OFFENCES AGAINST STATE (Sec. 121 to 130, except 124(A) IPC/147 TO 158 BNS)",3,March,0,0,0,0
IPC,"OFFENCES PROMOTING ENEMITY (Sec. 153(A), 154(B) & 505 IPC/196, 197 & 353 BNS",3,March,16,25,15,6
IPC,CRIMINAL BREACH OF TRUST (Sec. 406 to 409 IPC/316(2) to 316(5) BNS),3,March,62,174,55,59
IPC,"CHEATING (Sec.417 to 420 IPC/318(2)to 318(4), 319(2) BNS)",3,March,518,1487,578,455
IPC,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)",3,March,1,5,4,0
IPC,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343,
344 BNS)",3,March,59,167,52,49
IPC,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS)",3,March,1582,4081,1652,1186
IPC,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",3,March,4,9,1,3
IPC,AFFRAY (Sec. 160 IPC/194(2) BNS),3,March,89,175,43,39
IPC,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",3,March,19,67,38,31
IPC,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",3,March,2,7,1,2
IPC,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),3,March,21,63,30,20
IPC,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC/61(2),148 BNS)",3,March,2,6,8,3
IPC,CRIMINAL INTIMIDATION (Sec. 504 to 508 IPC/352 TO 354 BNS),3,March,246,728,214,249
IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",3,March,3,5,2,0
IPC,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),3,March,225,683,204,220
IPC,CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS),3,March,255,704,299,211
IPC,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),3,March,10,31,7,9
IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),3,March,28,63,30,18
IPC,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS),3,March,904,2932,1004,1000
IPC,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC/281,125(a),125(b) BNS)",3,March,2674,8067,2710,2554
IPC,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS)",3,March,4,4,1,0
IPC,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC/159 TO 168 EXCEPT 164 BNS)",3,March,0,0,0,0
IPC,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC/262,263,265 BNS)",3,March,4,8,1,1
IPC,"IMPERSONATION (Sec.170, 171 IPC/204,205 BNS)",3,March,1,3,0,2
IPC,"MISCHIEF (Sec.427 to 440 except 434, 435, 436, 438 IPC/324(4) TO 324(6) BNS)",3,March,39,114,36,46
IPC,MOLESTATION (Sec.354 IPC/74 BNS),3,March,540,1445,633,449
IPC,POISONING-PROFESSIONAL (Sec. 328 IPC/123 BNS),3,March,1,5,0,2
IPC,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),3,March,1,3,0,1
IPC,PUBLIC JUSTICE (Sec.213 to 215 IPC/250 TO 252 BNS),3,March,0,1,0,0
IPC,"PUBLIC NUISANCE (Sec.291 and 510 IPC/293,355 BNS)",3,March,14,31,6,10
IPC,"PUBLIC SAFETY (Sec.269 to 271, 277, 283, 289 IPC/271 to 273, 279,285,291 BNS)",3,March,322,838,373,313
IPC,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",3,March,117,323,89,104
IPC,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",3,March,0,1,1,0
IPC,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",3,March,620,1068,219,226
IPC,RECEIVING OF STOLEN PROPERTY (Sec.411 to 414 IPC/317(2) TO 317(5) BNS),3,March,0,1,1,0
IPC,SEDITION (Sec. 124A IPC/IN BNS Deleted),3,March,0,0,0,0
IPC,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS),3,March,39,114,9,46
IPC,"SUICIDE (Sec.305, 306, 309 IPC/107,108 BNS)",3,March,72,211,72,67
IPC,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),3,March,0,0,0,0
IPC,"WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS)",3,March,38,121,35,41
IPC,"INFANTICIDE (Sec.315, 316 IPC/91,92 BNS)",3,March,0,2,0,1
IPC,"OFFENCES RELATED TO MARRIAGE (Sec.493 to 498 IPC/81,84 BNS)",3,March,4,11,2,3
IPC,"BUYING & SELLING MINOR FOR PROSTITUTION (Sec.372, 373 IPC/98,99 BNS)",3,March,0,0,0,0
IPC,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC/346-350(2) BNS),3,March,0,0,0,0
IPC,DEFAMATION (Sec.500 to 502 IPC/350(2)-356(4) BNS),3,March,1,1,0,0
IPC,ELECTION(Sec.171(E) to 171(1) IPC/173-177 BNS),3,March,0,0,32,0
IPC,"SLAVERY (Sec.370, 371, 374 IPC/143,145,146 BNS)",3,March,1,1,0,0
IPC,Attempting to commit offences (Sec.511 IPC/62 BNS),3,March,22,55,16,20
IPC,ILLEGAL DETENTION (Sec.342 IPC/127(2) BNS),3,March,0,0,0,0
IPC,FALSE EVIDENCE (Sec.191 to 205 IPC/227-242 BNS),3,March,0,1,1,0
IPC,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC/93 BNS),3,March,10,16,6,1
IPC,OF ABETMENT (Sec.107 to 120 IPC/45-60 BNS),3,March,2,5,1,1
IPC,"FAILURE TO APPEAR TO COURT (Sec.174A, 229A IPC/209,269 BNS)",3,March,98,287,46,90
IPC,Concealment of birth by secret disposal of Child,3,March,8,13,3,2
IPC,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMEN,3,March,0,1,1,0
IPC,Disobedience to Order Promulgated by Public/Servant,3,March,3,9,4,3
IPC,Human Trafficking,3,March,2,4,0,0
IPC,Giving false information respecting an offence committed,3,March,0,2,0,2
SLL,ANTIQUES (CULTURAL PROPERTY),3,March,0,3,1,0
SLL,ARMS ACT 1959,3,March,0,1,3,1
SLL,ARMS ACT 1960,3,March,9,42,7,18
SLL,ARMS ACT 1961,3,March,1,1,0,0
SLL,ARMS ACT 1962,3,March,16,32,6,9
SLL,ARMS ACT 1963,3,March,2,3,1,0
SLL,ARMS ACT 1964,3,March,1,8,1,4
SLL,ARMS ACT 1965,3,March,0,4,0,3
SLL,ARMS ACT 1966,3,March,6,13,2,2
SLL,ANIMAL,3,March,33,86,33,23
SLL,CINEMATOGRAPHY ACT 1952,3,March,0,0,0,0
SLL,CINEMATOGRAPHY ACT 1953,3,March,0,0,0,0
SLL,CONSUMER,3,March,73,146,67,34
SLL,COPY RIGHT ACT 1957,3,March,12,49,18,17
SLL,COPY RIGHT ACT 1958,3,March,5,22,6,7
SLL,CIVIL RIGHTS,3,March,0,0,0,0
SLL,SCHEDULED CASTE AND THE SCHEDULED TRIBES,3,March,195,558,209,188
SLL,CHILDREN ACT,3,March,48,111,24,30
SLL,PREVENTION OF CORRUPTION ACT 1988,3,March,0,0,0,0
SLL,PREVENTION OF CORRUPTION ACT 1989,3,March,0,0,0,0
SLL,PREVENTION OF CORRUPTION ACT 1990,3,March,0,0,0,0
SLL,PREVENTION OF CORRUPTION ACT 1991,3,March,0,0,0,0
SLL,PREVENTION OF CORRUPTION ACT 1992,3,March,0,0,0,0
SLL,PREVENTION OF CORRUPTION ACT 1993,3,March,0,0,0,0
SLL,PREVENTION OF CORRUPTION ACT 1994,3,March,0,0,0,0
SLL,PREVENTION OF CORRUPTION ACT 1995,3,March,0,0,0,0
SLL,CUSTOMS,3,March,0,0,0,0
SLL,Explosives,3,March,11,29,7,7
SLL,FOREIGN EXCHANGE,3,March,0,0,0,0
SLL,FOREIGNER,3,March,10,16,1,3
SLL,FOREST,3,March,1,3,4,0
SLL,HIJACKING,3,March,0,0,0,0
SLL,IMMORAL TRAFFIC,3,March,31,81,39,21
SLL,BONDED LABOUR SYSTEM,3,March,0,1,0,0
SLL,INDIAN MOTOR VEHICLE,3,March,18,25,3,4
SLL,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,3,March,433,1276,370,415
SLL,PASSPORT ACT,3,March,0,2,1,2
SLL,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,3,March,0,0,1,0
SLL,REPRESENTATIVE OF PEOPLE ACT 1951 & 1989,3,March,0,0,9,0
SLL,REPRESENTATIVE OF PEOPLE ACT 1951 & 1990,3,March,0,0,1,0
SLL,KARNATAKA POLICE ACT 1963,3,March,657,1562,493,412
SLL,KARNATAKA POLICE ACT 1964,3,March,972,1926,559,467
SLL,KARNATAKA POLICE ACT 1965,3,March,37,79,22,21
SLL,KARNATAKA POLICE ACT 1966,3,March,64,108,56,22
SLL,KARNATAKA POLICE ACT 1967,3,March,73,190,103,57
SLL,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,3,March,12,28,15,9
SLL,"POST & TELEGRAPH, TELEGRAPH WIRES (UNLAWFUL POSSESSION) ACT 1980",3,March,0,0,0,0
SLL,OFFICIAL SECURITY RELATED ACTS,3,March,0,0,0,0
SLL,PREVENTION OF TERRORISM ACT (POTA),3,March,0,0,0,0
SLL,RAILWAYS ACT,3,March,0,0,0,0
SLL,UNLAWFUL ACTIVITIES (Prevention) Act 1967,3,March,0,0,3,0
SLL,CRIMES RELATED TO WOMEN,3,March,149,394,168,113
SLL,INDIAN LUNACY ACT,3,March,0,0,0,0
SLL,INDIAN ELECTRICITY ACT,3,March,2,5,0,2
SLL,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",3,March,161,409,103,158
SLL,KARNATAKA STATE LOCAL ACTS,3,March,1418,2919,1443,755
SLL,CYBER CRIME (INFORMATION TECHNOLOGY ACT),3,March,1254,3833,1977,1174
SLL,NATIONAL SECURITY ACT,3,March,0,0,0,0
SLL,POCSO,3,March,332,997,345,306
SLL,Aadhar Act,3,March,1,1,0,0
WOMEN,Rape (Sec. 376 IPC),3,March,96,238,63,77
WOMEN,Outraging modesty (Molestation) (sec.354 IPC),3,March,540,1445,633,449
WOMEN,Kidnapping & Abduction of Women: (Sec.366 IPC),3,March,11,23,13,6
WOMEN,Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),3,March,39,114,9,46
WOMEN,Murder for Dowry - by burning (Sec.302 IPC),3,March,0,1,0,0
WOMEN,"Murder for Dowry - by other means
(Sec.302 IPC)",3,March,3,3,0,0
WOMEN,Murder for other reasons,3,March,27,93,36,31
WOMEN,Attempt to Commit Murder for dowry by burning (Sec.307 IPC),3,March,0,0,0,0
WOMEN,Attempt to Commit Murder for dowry by other means (Sec.307 IPC),3,March,2,7,0,5
WOMEN,Attempt to Commit murder for other reasons,3,March,89,265,67,74
WOMEN,"Dowry Death-by burning
(Sec.304-B IPC)",3,March,0,0,0,0
WOMEN,Dowry Death-by other Means (Sec.304(B) IPC),3,March,10,31,7,9
WOMEN,Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),3,March,255,704,299,211
WOMEN,Abetment of Suicide (Sec.306 IPC),3,March,10,38,19,15
WOMEN,Immoral Traffic (prevention) Act.,3,March,31,81,39,21
WOMEN,Indecent Representation of Women(Prohibition) Act-1986,3,March,0,0,0,0
WOMEN,Pornography,3,March,1,1,0,0
WOMEN,Offences against Public Servants (Sec.182-188-333-353 IPC),3,March,10,31,15,15
WOMEN,Offences related to Marriage,3,March,4,9,1,1
WOMEN,Cyber Crimes,3,March,372,1130,591,359
CHILDREN,"Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)",3,March,0,2,0,1
CHILDREN,Rape on Minor,3,March,0,0,0,0
CHILDREN,Exposure & abandonment (Sec. 317 IPC),3,March,10,16,6,1
CHILDREN,Kidnapping & Abduction of Children,3,March,394,1010,295,318
CHILDREN,For Ransom - of Children,3,March,0,4,2,1
CHILDREN,of Children - for begging,3,March,0,0,0,0
CHILDREN,of Girls - Immoral Purpose,3,March,1,1,0,0
CHILDREN,With intent to Steal from Child,3,March,0,0,0,0
CHILDREN,Lawful Guardianship,3,March,1,1,0,0
CHILDREN,Procuration of Minor Girls - For Prostitution,3,March,0,0,0,0
CHILDREN,Procuration of Minor Girls - Importing of Girl,3,March,0,0,0,0
CHILDREN,Procuration of Minor Girls - For Other Purposes,3,March,4,7,1,2
CHILDREN,Sub Total,3,March,400,1023,298,321
CHILDREN,Selling of girls for Prostitution (Sec.372 IPC),3,March,0,0,0,0
CHILDREN,The Prohibition of Child Marriage Act - 2006,3,March,15,37,9,12
CHILDREN,POCSO Act,3,March,332,997,345,306
CHILDREN,Death of Children due to miscarriage,3,March,4,4,1,0
CHILDREN,Juvenile Justice Act,3,March,31,56,13,12
CHILDREN,Child Labour (Pro.& Reg.) Act,3,March,2,18,2,6
CHILDREN,Probation of Offenders Act,3,March,0,0,0,0
SCST,Murder,3,March,5,19,8,5
SCST,Rape,3,March,16,34,11,8
SCST,Kidnapping,3,March,14,40,22,13
SCST,Offences under the Protection of Civil Rights Act.,3,March,0,0,0,0
SCST,Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),3,March,160,465,168,162
IPC,"Murder (Sec.302/303 IPC/103,104 BNS)",4,April,121,426,124,103
IPC,ATTEMPT TO MURDER (Sec. 307 IPC/109BNS),4,April,309,1165,257,309
IPC,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC/105 BNS),4,April,12,47,11,12
IPC,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC/110 BNS),4,April,9,21,11,4
IPC,"RAPE (Sec.376, 376(A) to 376 (D) IPC/64 TO 71 BNS)",4,April,79,317,57,96
IPC,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC/137(1)(A),137(1)(B),137(2),140 TO 142,97 BNS)",4,April,469,1499,299,388
IPC,"DACOITY (Sec. 395 to 398 IPC/310(2),310(4),311,312 BNS)",4,April,15,70,16,16
IPC,"Robbery (Sec.392 to 394 IPC/309(4),309(5),309(6) BNS)",4,April,84,348,150,91
IPC,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8),334(2) BNS)",4,April,313,1233,325,291
IPC,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2) BNS)",4,April,91,339,73,81
IPC,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),4,April,1782,7075,1760,1816
IPC,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",4,April,295,1126,340,294
IPC,"OFFENCES AGAINST STATE (Sec. 121 to 130, except 124(A) IPC/147 TO 158 BNS)",4,April,0,0,0,0
IPC,"OFFENCES PROMOTING ENEMITY (Sec. 153(A), 154(B) & 505 IPC/196, 197 & 353 BNS",4,April,14,40,7,17
IPC,CRIMINAL BREACH OF TRUST (Sec. 406 to 409 IPC/316(2) to 316(5) BNS),4,April,48,222,33,62
IPC,"CHEATING (Sec.417 to 420 IPC/318(2)to 318(4), 319(2) BNS)",4,April,458,1946,413,518
IPC,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)",4,April,3,8,5,1
IPC,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343,
344 BNS)",4,April,41,208,37,59
IPC,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS)",4,April,1528,5612,1648,1580
IPC,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",4,April,0,9,2,4
IPC,AFFRAY (Sec. 160 IPC/194(2) BNS),4,April,66,241,43,89
IPC,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",4,April,15,81,24,19
IPC,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",4,April,0,7,3,2
IPC,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),4,April,29,92,40,21
IPC,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC/61(2),148 BNS)",4,April,2,8,3,2
IPC,CRIMINAL INTIMIDATION (Sec. 504 to 508 IPC/352 TO 354 BNS),4,April,245,993,196,251
IPC,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",4,April,0,5,1,3
IPC,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),4,April,203,884,174,226
IPC,CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS),4,April,248,946,212,253
IPC,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),4,April,15,45,10,9
IPC,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),4,April,26,95,22,33
IPC,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS),4,April,895,3936,1053,981
IPC,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC/281,125(a),125(b) BNS)",4,April,2752,10714,2726,2601
IPC,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS)",4,April,3,7,2,4
IPC,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC/159 TO 168 EXCEPT 164 BNS)",4,April,0,0,0,0
IPC,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC/262,263,265 BNS)",4,April,3,11,1,4
IPC,"IMPERSONATION (Sec.170, 171 IPC/204,205 BNS)",4,April,3,6,1,1
IPC,"MISCHIEF (Sec.427 to 440 except 434, 435, 436, 438 IPC/324(4) TO 324(6) BNS)",4,April,33,148,33,40
IPC,MOLESTATION (Sec.354 IPC/74 BNS),4,April,486,1940,612,545
IPC,POISONING-PROFESSIONAL (Sec. 328 IPC/123 BNS),4,April,1,6,2,1
IPC,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),4,April,1,4,0,1
IPC,PUBLIC JUSTICE (Sec.213 to 215 IPC/250 TO 252 BNS),4,April,1,2,0,0
IPC,"PUBLIC NUISANCE (Sec.291 and 510 IPC/293,355 BNS)",4,April,31,62,6,14
IPC,"PUBLIC SAFETY (Sec.269 to 271, 277, 283, 289 IPC/271 to 273, 279,285,291 BNS)",4,April,138,977,316,323
IPC,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",4,April,97,422,89,119
IPC,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",4,April,0,1,0,0
IPC,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",4,April,231,1290,128,611
IPC,RECEIVING OF STOLEN PROPERTY (Sec.411 to 414 IPC/317(2) TO 317(5) BNS),4,April,0,1,0,0
IPC,SEDITION (Sec. 124A IPC/IN BNS Deleted),4,April,0,0,0,0
IPC,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS),4,April,43,127,12,27
IPC,"SUICIDE (Sec.305, 306, 309 IPC/107,108 BNS)",4,April,67,279,48,72
IPC,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),4,April,0,0,0,0
IPC,"WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS)",4,April,35,159,44,40
IPC,"INFANTICIDE (Sec.315, 316 IPC/91,92 BNS)",4,April,0,2,0,0
IPC,"OFFENCES RELATED TO MARRIAGE (Sec.493 to 498 IPC/81,84 BNS)",4,April,3,14,0,4
IPC,"BUYING & SELLING MINOR FOR PROSTITUTION (Sec.372, 373 IPC/98,99 BNS)",4,April,0,0,0,0
IPC,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC/346-350(2) BNS),4,April,0,0,0,0
IPC,DEFAMATION (Sec.500 to 502 IPC/350(2)-356(4) BNS),4,April,0,1,0,1
IPC,ELECTION(Sec.171(E) to 171(1) IPC/173-177 BNS),4,April,1,1,96,0
IPC,"SLAVERY (Sec.370, 371, 374 IPC/143,145,146 BNS)",4,April,0,1,0,1
IPC,Attempting to commit offences (Sec.511 IPC/62 BNS),4,April,23,77,16,22
IPC,ILLEGAL DETENTION (Sec.342 IPC/127(2) BNS),4,April,0,0,0,0
IPC,FALSE EVIDENCE (Sec.191 to 205 IPC/227-242 BNS),4,April,1,2,1,0
IPC,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC/93 BNS),4,April,6,22,2,10
IPC,OF ABETMENT (Sec.107 to 120 IPC/45-60 BNS),4,April,1,6,0,2
IPC,"FAILURE TO APPEAR TO COURT (Sec.174A, 229A IPC/209,269 BNS)",4,April,57,344,33,98
IPC,Concealment of birth by secret disposal of Child,4,April,7,20,5,8
IPC,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMEN,4,April,0,1,0,0
IPC,Disobedience to Order Promulgated by Public/Servant,4,April,0,9,6,3
IPC,Human Trafficking,4,April,1,4,1,1
IPC,Giving false information respecting an offence committed,4,April,2,4,1,0
SLL,ANTIQUES (CULTURAL PROPERTY),4,April,1,4,1,0
SLL,ARMS ACT 1959,4,April,2,3,3,0
SLL,ARMS ACT 1960,4,April,14,55,11,8
SLL,ARMS ACT 1961,4,April,1,2,0,1
SLL,ARMS ACT 1962,4,April,7,39,9,16
SLL,ARMS ACT 1963,4,April,0,3,0,2
SLL,ARMS ACT 1964,4,April,3,11,1,1
SLL,ARMS ACT 1965,4,April,0,4,0,0
SLL,ARMS ACT 1966,4,April,3,16,2,6
SLL,ANIMAL,4,April,25,110,24,32
SLL,CINEMATOGRAPHY ACT 1952,4,April,0,0,0,0
SLL,CINEMATOGRAPHY ACT 1953,4,April,0,0,0,0
SLL,CONSUMER,4,April,67,213,53,73
SLL,COPY RIGHT ACT 1957,4,April,8,57,6,12
SLL,COPY RIGHT ACT 1958,4,April,6,28,5,5
SLL,CIVIL RIGHTS,4,April,3,3,0,0
SLL,SCHEDULED CASTE AND THE SCHEDULED TRIBES,4,April,186,746,191,202
