station_id,district_id,district,hour,crime_count
SYN-PS-0023,D04,Mangaluru City,19,93
SYN-PS-0023,D04,Mangaluru City,20,93
SYN-PS-0023,D04,Mangaluru City,21,85
SYN-PS-0023,D04,Mangaluru City,22,77
SYN-PS-0023,D04,Mangaluru City,23,70
SYN-PS-0024,D04,Mangaluru City,0,20
SYN-PS-0024,D04,Mangaluru City,1,18
SYN-PS-0024,D04,Mangaluru City,2,16
SYN-PS-0024,D04,Mangaluru City,3,11
SYN-PS-0024,D04,Mangaluru City,4,9
SYN-PS-0024,D04,Mangaluru City,5,6
SYN-PS-0024,D04,Mangaluru City,6,6
SYN-PS-0024,D04,Mangaluru City,7,8
SYN-PS-0024,D04,Mangaluru City,8,10
SYN-PS-0024,D04,Mangaluru City,9,13
SYN-PS-0024,D04,Mangaluru City,10,13
SYN-PS-0024,D04,Mangaluru City,11,13
SYN-PS-0024,D04,Mangaluru City,12,13
SYN-PS-0024,D04,Mangaluru City,13,13
SYN-PS-0024,D04,Mangaluru City,14,13
SYN-PS-0024,D04,Mangaluru City,15,15
SYN-PS-0024,D04,Mangaluru City,16,17
SYN-PS-0024,D04,Mangaluru City,17,19
SYN-PS-0024,D04,Mangaluru City,18,25
SYN-PS-0024,D04,Mangaluru City,19,27
SYN-PS-0024,D04,Mangaluru City,20,27
SYN-PS-0024,D04,Mangaluru City,21,25
SYN-PS-0024,D04,Mangaluru City,22,22
SYN-PS-0024,D04,Mangaluru City,23,20
SYN-PS-0025,D05,Belagavi City,0,70
SYN-PS-0025,D05,Belagavi City,1,62
SYN-PS-0025,D05,Belagavi City,2,55
SYN-PS-0025,D05,Belagavi City,3,39
SYN-PS-0025,D05,Belagavi City,4,31
SYN-PS-0025,D05,Belagavi City,5,24
SYN-PS-0025,D05,Belagavi City,6,23
SYN-PS-0025,D05,Belagavi City,7,30
SYN-PS-0025,D05,Belagavi City,8,38
SYN-PS-0025,D05,Belagavi City,9,46
SYN-PS-0025,D05,Belagavi City,10,46
SYN-PS-0025,D05,Belagavi City,11,46
SYN-PS-0025,D05,Belagavi City,12,46
SYN-PS-0025,D05,Belagavi City,13,46
SYN-PS-0025,D05,Belagavi City,14,46
SYN-PS-0025,D05,Belagavi City,15,54
SYN-PS-0025,D05,Belagavi City,16,61
SYN-PS-0025,D05,Belagavi City,17,69
SYN-PS-0025,D05,Belagavi City,18,86
SYN-PS-0025,D05,Belagavi City,19,93
SYN-PS-0025,D05,Belagavi City,20,93
SYN-PS-0025,D05,Belagavi City,21,86
SYN-PS-0025,D05,Belagavi City,22,78
SYN-PS-0025,D05,Belagavi City,23,70
SYN-PS-0026,D05,Belagavi City,0,12
SYN-PS-0026,D05,Belagavi City,1,10
SYN-PS-0026,D05,Belagavi City,2,9
SYN-PS-0026,D05,Belagavi City,3,7
SYN-PS-0026,D05,Belagavi City,4,5
SYN-PS-0026,D05,Belagavi City,5,4
SYN-PS-0026,D05,Belagavi City,6,4
SYN-PS-0026,D05,Belagavi City,7,5
SYN-PS-0026,D05,Belagavi City,8,6
SYN-PS-0026,D05,Belagavi City,9,7
SYN-PS-0026,D05,Belagavi City,10,7
SYN-PS-0026,D05,Belagavi City,11,7
SYN-PS-0026,D05,Belagavi City,12,7
SYN-PS-0026,D05,Belagavi City,13,7
SYN-PS-0026,D05,Belagavi City,14,7
SYN-PS-0026,D05,Belagavi City,15,8
SYN-PS-0026,D05,Belagavi City,16,9
SYN-PS-0026,D05,Belagavi City,17,11
SYN-PS-0026,D05,Belagavi City,18,14
SYN-PS-0026,D05,Belagavi City,19,15
SYN-PS-0026,D05,Belagavi City,20,15
SYN-PS-0026,D05,Belagavi City,21,14
SYN-PS-0026,D05,Belagavi City,22,13
SYN-PS-0026,D05,Belagavi City,23,12
SYN-PS-0027,D05,Belagavi City,0,25
SYN-PS-0027,D05,Belagavi City,1,23
SYN-PS-0027,D05,Belagavi City,2,20
SYN-PS-0027,D05,Belagavi City,3,13
SYN-PS-0027,D05,Belagavi City,4,11
SYN-PS-0027,D05,Belagavi City,5,8
SYN-PS-0027,D05,Belagavi City,6,8
SYN-PS-0027,D05,Belagavi City,7,11
SYN-PS-0027,D05,Belagavi City,8,13
SYN-PS-0027,D05,Belagavi City,9,16
SYN-PS-0027,D05,Belagavi City,10,16
SYN-PS-0027,D05,Belagavi City,11,16
SYN-PS-0027,D05,Belagavi City,12,16
SYN-PS-0027,D05,Belagavi City,13,16
SYN-PS-0027,D05,Belagavi City,14,16
SYN-PS-0027,D05,Belagavi City,15,19
SYN-PS-0027,D05,Belagavi City,16,22
SYN-PS-0027,D05,Belagavi City,17,24
SYN-PS-0027,D05,Belagavi City,18,31
SYN-PS-0027,D05,Belagavi City,19,34
SYN-PS-0027,D05,Belagavi City,20,34
SYN-PS-0027,D05,Belagavi City,21,31
SYN-PS-0027,D05,Belagavi City,22,28
SYN-PS-0027,D05,Belagavi City,23,25
SYN-PS-0028,D05,Belagavi City,0,15
SYN-PS-0028,D05,Belagavi City,1,13
SYN-PS-0028,D05,Belagavi City,2,12
SYN-PS-0028,D05,Belagavi City,3,9
SYN-PS-0028,D05,Belagavi City,4,7
SYN-PS-0028,D05,Belagavi City,5,5
SYN-PS-0028,D05,Belagavi City,6,4
SYN-PS-0028,D05,Belagavi City,7,6
SYN-PS-0028,D05,Belagavi City,8,8
SYN-PS-0028,D05,Belagavi City,9,9
SYN-PS-0028,D05,Belagavi City,10,9
SYN-PS-0028,D05,Belagavi City,11,9
SYN-PS-0028,D05,Belagavi City,12,9
SYN-PS-0028,D05,Belagavi City,13,9
SYN-PS-0028,D05,Belagavi City,14,9
SYN-PS-0028,D05,Belagavi City,15,11
SYN-PS-0028,D05,Belagavi City,16,12
SYN-PS-0028,D05,Belagavi City,17,14
SYN-PS-0028,D05,Belagavi City,18,18
SYN-PS-0028,D05,Belagavi City,19,20
SYN-PS-0028,D05,Belagavi City,20,20
SYN-PS-0028,D05,Belagavi City,21,18
SYN-PS-0028,D05,Belagavi City,22,17
SYN-PS-0028,D05,Belagavi City,23,15
SYN-PS-0029,D06,Kalaburagi City,0,17
SYN-PS-0029,D06,Kalaburagi City,1,15
SYN-PS-0029,D06,Kalaburagi City,2,12
SYN-PS-0029,D06,Kalaburagi City,3,9
SYN-PS-0029,D06,Kalaburagi City,4,7
SYN-PS-0029,D06,Kalaburagi City,5,5
SYN-PS-0029,D06,Kalaburagi City,6,5
SYN-PS-0029,D06,Kalaburagi City,7,7
SYN-PS-0029,D06,Kalaburagi City,8,9
SYN-PS-0029,D06,Kalaburagi City,9,11
SYN-PS-0029,D06,Kalaburagi City,10,11
SYN-PS-0029,D06,Kalaburagi City,11,11
SYN-PS-0029,D06,Kalaburagi City,12,11
SYN-PS-0029,D06,Kalaburagi City,13,11
SYN-PS-0029,D06,Kalaburagi City,14,11
SYN-PS-0029,D06,Kalaburagi City,15,12
SYN-PS-0029,D06,Kalaburagi City,16,14
SYN-PS-0029,D06,Kalaburagi City,17,16
SYN-PS-0029,D06,Kalaburagi City,18,21
SYN-PS-0029,D06,Kalaburagi City,19,23
SYN-PS-0029,D06,Kalaburagi City,20,23
SYN-PS-0029,D06,Kalaburagi City,21,21
SYN-PS-0029,D06,Kalaburagi City,22,19
SYN-PS-0029,D06,Kalaburagi City,23,17
SYN-PS-0030,D06,Kalaburagi City,0,80
SYN-PS-0030,D06,Kalaburagi City,1,71
SYN-PS-0030,D06,Kalaburagi City,2,62
SYN-PS-0030,D06,Kalaburagi City,3,45
SYN-PS-0030,D06,Kalaburagi City,4,36
SYN-PS-0030,D06,Kalaburagi City,5,27
SYN-PS-0030,D06,Kalaburagi City,6,27
SYN-PS-0030,D06,Kalaburagi City,7,36
SYN-PS-0030,D06,Kalaburagi City,8,44
SYN-PS-0030,D06,Kalaburagi City,9,52
SYN-PS-0030,D06,Kalaburagi City,10,52
SYN-PS-0030,D06,Kalaburagi City,11,52
SYN-PS-0030,D06,Kalaburagi City,12,52
SYN-PS-0030,D06,Kalaburagi City,13,52
SYN-PS-0030,D06,Kalaburagi City,14,52
SYN-PS-0030,D06,Kalaburagi City,15,61
SYN-PS-0030,D06,Kalaburagi City,16,70
SYN-PS-0030,D06,Kalaburagi City,17,79
SYN-PS-0030,D06,Kalaburagi City,18,97
SYN-PS-0030,D06,Kalaburagi City,19,106
SYN-PS-0030,D06,Kalaburagi City,20,106
SYN-PS-0030,D06,Kalaburagi City,21,97
SYN-PS-0030,D06,Kalaburagi City,22,89
SYN-PS-0030,D06,Kalaburagi City,23,80
SYN-PS-0031,D06,Kalaburagi City,0,13
SYN-PS-0031,D06,Kalaburagi City,1,12
SYN-PS-0031,D06,Kalaburagi City,2,10
SYN-PS-0031,D06,Kalaburagi City,3,7
SYN-PS-0031,D06,Kalaburagi City,4,6
SYN-PS-0031,D06,Kalaburagi City,5,4
SYN-PS-0031,D06,Kalaburagi City,6,4
SYN-PS-0031,D06,Kalaburagi City,7,5
SYN-PS-0031,D06,Kalaburagi City,8,6
SYN-PS-0031,D06,Kalaburagi City,9,8
SYN-PS-0031,D06,Kalaburagi City,10,8
SYN-PS-0031,D06,Kalaburagi City,11,8
SYN-PS-0031,D06,Kalaburagi City,12,8
SYN-PS-0031,D06,Kalaburagi City,13,8
SYN-PS-0031,D06,Kalaburagi City,14,8
SYN-PS-0031,D06,Kalaburagi City,15,9
SYN-PS-0031,D06,Kalaburagi City,16,11
SYN-PS-0031,D06,Kalaburagi City,17,12
SYN-PS-0031,D06,Kalaburagi City,18,16
SYN-PS-0031,D06,Kalaburagi City,19,17
SYN-PS-0031,D06,Kalaburagi City,20,17
SYN-PS-0031,D06,Kalaburagi City,21,16
SYN-PS-0031,D06,Kalaburagi City,22,14
SYN-PS-0031,D06,Kalaburagi City,23,13
SYN-PS-0032,D06,Kalaburagi City,0,35
SYN-PS-0032,D06,Kalaburagi City,1,31
SYN-PS-0032,D06,Kalaburagi City,2,27
SYN-PS-0032,D06,Kalaburagi City,3,19
SYN-PS-0032,D06,Kalaburagi City,4,16
SYN-PS-0032,D06,Kalaburagi City,5,12
SYN-PS-0032,D06,Kalaburagi City,6,12
SYN-PS-0032,D06,Kalaburagi City,7,16
SYN-PS-0032,D06,Kalaburagi City,8,18
SYN-PS-0032,D06,Kalaburagi City,9,22
SYN-PS-0032,D06,Kalaburagi City,10,22
SYN-PS-0032,D06,Kalaburagi City,11,22
SYN-PS-0032,D06,Kalaburagi City,12,22
SYN-PS-0032,D06,Kalaburagi City,13,22
SYN-PS-0032,D06,Kalaburagi City,14,22
SYN-PS-0032,D06,Kalaburagi City,15,26
SYN-PS-0032,D06,Kalaburagi City,16,30
SYN-PS-0032,D06,Kalaburagi City,17,34
SYN-PS-0032,D06,Kalaburagi City,18,42
SYN-PS-0032,D06,Kalaburagi City,19,46
SYN-PS-0032,D06,Kalaburagi City,20,46
SYN-PS-0032,D06,Kalaburagi City,21,42
SYN-PS-0032,D06,Kalaburagi City,22,38
SYN-PS-0032,D06,Kalaburagi City,23,35
SYN-PS-0033,D07,Bengaluru Dist,0,18
SYN-PS-0033,D07,Bengaluru Dist,1,16
SYN-PS-0033,D07,Bengaluru Dist,2,14
SYN-PS-0033,D07,Bengaluru Dist,3,10
SYN-PS-0033,D07,Bengaluru Dist,4,8
SYN-PS-0033,D07,Bengaluru Dist,5,6
SYN-PS-0033,D07,Bengaluru Dist,6,6
SYN-PS-0033,D07,Bengaluru Dist,7,8
SYN-PS-0033,D07,Bengaluru Dist,8,10
SYN-PS-0033,D07,Bengaluru Dist,9,12
SYN-PS-0033,D07,Bengaluru Dist,10,11
SYN-PS-0033,D07,Bengaluru Dist,11,11
SYN-PS-0033,D07,Bengaluru Dist,12,11
SYN-PS-0033,D07,Bengaluru Dist,13,11
SYN-PS-0033,D07,Bengaluru Dist,14,11
SYN-PS-0033,D07,Bengaluru Dist,15,13
SYN-PS-0033,D07,Bengaluru Dist,16,15
SYN-PS-0033,D07,Bengaluru Dist,17,17
SYN-PS-0033,D07,Bengaluru Dist,18,22
SYN-PS-0033,D07,Bengaluru Dist,19,24
SYN-PS-0033,D07,Bengaluru Dist,20,24
SYN-PS-0033,D07,Bengaluru Dist,21,22
SYN-PS-0033,D07,Bengaluru Dist,22,20
SYN-PS-0033,D07,Bengaluru Dist,23,18
SYN-PS-0034,D07,Bengaluru Dist,0,99
SYN-PS-0034,D07,Bengaluru Dist,1,88
SYN-PS-0034,D07,Bengaluru Dist,2,77
SYN-PS-0034,D07,Bengaluru Dist,3,55
SYN-PS-0034,D07,Bengaluru Dist,4,44
SYN-PS-0034,D07,Bengaluru Dist,5,33
SYN-PS-0034,D07,Bengaluru Dist,6,33
SYN-PS-0034,D07,Bengaluru Dist,7,44
SYN-PS-0034,D07,Bengaluru Dist,8,55
SYN-PS-0034,D07,Bengaluru Dist,9,66
SYN-PS-0034,D07,Bengaluru Dist,10,66
SYN-PS-0034,D07,Bengaluru Dist,11,66
SYN-PS-0034,D07,Bengaluru Dist,12,66
SYN-PS-0034,D07,Bengaluru Dist,13,66
SYN-PS-0034,D07,Bengaluru Dist,14,66
SYN-PS-0034,D07,Bengaluru Dist,15,77
SYN-PS-0034,D07,Bengaluru Dist,16,88
SYN-PS-0034,D07,Bengaluru Dist,17,99
SYN-PS-0034,D07,Bengaluru Dist,18,121
SYN-PS-0034,D07,Bengaluru Dist,19,132
SYN-PS-0034,D07,Bengaluru Dist,20,132
SYN-PS-0034,D07,Bengaluru Dist,21,121
SYN-PS-0034,D07,Bengaluru Dist,22,110
SYN-PS-0034,D07,Bengaluru Dist,23,99
SYN-PS-0035,D07,Bengaluru Dist,0,155
SYN-PS-0035,D07,Bengaluru Dist,1,138
SYN-PS-0035,D07,Bengaluru Dist,2,121
SYN-PS-0035,D07,Bengaluru Dist,3,86
SYN-PS-0035,D07,Bengaluru Dist,4,69
SYN-PS-0035,D07,Bengaluru Dist,5,52
SYN-PS-0035,D07,Bengaluru Dist,6,51
SYN-PS-0035,D07,Bengaluru Dist,7,68
SYN-PS-0035,D07,Bengaluru Dist,8,85
SYN-PS-0035,D07,Bengaluru Dist,9,103
SYN-PS-0035,D07,Bengaluru Dist,10,103
SYN-PS-0035,D07,Bengaluru Dist,11,103
SYN-PS-0035,D07,Bengaluru Dist,12,103
SYN-PS-0035,D07,Bengaluru Dist,13,103
SYN-PS-0035,D07,Bengaluru Dist,14,103
SYN-PS-0035,D07,Bengaluru Dist,15,120
SYN-PS-0035,D07,Bengaluru Dist,16,137
SYN-PS-0035,D07,Bengaluru Dist,17,154
SYN-PS-0035,D07,Bengaluru Dist,18,190
SYN-PS-0035,D07,Bengaluru Dist,19,207
SYN-PS-0035,D07,Bengaluru Dist,20,207
SYN-PS-0035,D07,Bengaluru Dist,21,190
SYN-PS-0035,D07,Bengaluru Dist,22,172
SYN-PS-0035,D07,Bengaluru Dist,23,155
SYN-PS-0036,D07,Bengaluru Dist,0,58
SYN-PS-0036,D07,Bengaluru Dist,1,51
SYN-PS-0036,D07,Bengaluru Dist,2,45
SYN-PS-0036,D07,Bengaluru Dist,3,32
SYN-PS-0036,D07,Bengaluru Dist,4,25
SYN-PS-0036,D07,Bengaluru Dist,5,19
SYN-PS-0036,D07,Bengaluru Dist,6,19
SYN-PS-0036,D07,Bengaluru Dist,7,25
SYN-PS-0036,D07,Bengaluru Dist,8,31
SYN-PS-0036,D07,Bengaluru Dist,9,38
SYN-PS-0036,D07,Bengaluru Dist,10,38
SYN-PS-0036,D07,Bengaluru Dist,11,38
SYN-PS-0036,D07,Bengaluru Dist,12,38
SYN-PS-0036,D07,Bengaluru Dist,13,38
SYN-PS-0036,D07,Bengaluru Dist,14,38
SYN-PS-0036,D07,Bengaluru Dist,15,44
SYN-PS-0036,D07,Bengaluru Dist,16,50
SYN-PS-0036,D07,Bengaluru Dist,17,57
SYN-PS-0036,D07,Bengaluru Dist,18,71
SYN-PS-0036,D07,Bengaluru Dist,19,77
SYN-PS-0036,D07,Bengaluru Dist,20,77
SYN-PS-0036,D07,Bengaluru Dist,21,71
SYN-PS-0036,D07,Bengaluru Dist,22,64
SYN-PS-0036,D07,Bengaluru Dist,23,58
SYN-PS-0037,D07,Bengaluru Dist,0,45
SYN-PS-0037,D07,Bengaluru Dist,1,40
SYN-PS-0037,D07,Bengaluru Dist,2,35
SYN-PS-0037,D07,Bengaluru Dist,3,25
SYN-PS-0037,D07,Bengaluru Dist,4,20
SYN-PS-0037,D07,Bengaluru Dist,5,15
SYN-PS-0037,D07,Bengaluru Dist,6,15
SYN-PS-0037,D07,Bengaluru Dist,7,20
SYN-PS-0037,D07,Bengaluru Dist,8,25
SYN-PS-0037,D07,Bengaluru Dist,9,30
SYN-PS-0037,D07,Bengaluru Dist,10,30
SYN-PS-0037,D07,Bengaluru Dist,11,30
SYN-PS-0037,D07,Bengaluru Dist,12,30
SYN-PS-0037,D07,Bengaluru Dist,13,30
SYN-PS-0037,D07,Bengaluru Dist,14,30
SYN-PS-0037,D07,Bengaluru Dist,15,35
SYN-PS-0037,D07,Bengaluru Dist,16,40
SYN-PS-0037,D07,Bengaluru Dist,17,45
SYN-PS-0037,D07,Bengaluru Dist,18,56
SYN-PS-0037,D07,Bengaluru Dist,19,61
SYN-PS-0037,D07,Bengaluru Dist,20,61
SYN-PS-0037,D07,Bengaluru Dist,21,56
SYN-PS-0037,D07,Bengaluru Dist,22,50
SYN-PS-0037,D07,Bengaluru Dist,23,45
SYN-PS-0038,D07,Bengaluru Dist,0,22
SYN-PS-0038,D07,Bengaluru Dist,1,20
SYN-PS-0038,D07,Bengaluru Dist,2,17
SYN-PS-0038,D07,Bengaluru Dist,3,12
SYN-PS-0038,D07,Bengaluru Dist,4,10
SYN-PS-0038,D07,Bengaluru Dist,5,7
SYN-PS-0038,D07,Bengaluru Dist,6,7
SYN-PS-0038,D07,Bengaluru Dist,7,10
SYN-PS-0038,D07,Bengaluru Dist,8,12
SYN-PS-0038,D07,Bengaluru Dist,9,15
SYN-PS-0038,D07,Bengaluru Dist,10,15
SYN-PS-0038,D07,Bengaluru Dist,11,15
SYN-PS-0038,D07,Bengaluru Dist,12,15
SYN-PS-0038,D07,Bengaluru Dist,13,15
SYN-PS-0038,D07,Bengaluru Dist,14,15
SYN-PS-0038,D07,Bengaluru Dist,15,17
SYN-PS-0038,D07,Bengaluru Dist,16,20
SYN-PS-0038,D07,Bengaluru Dist,17,22
SYN-PS-0038,D07,Bengaluru Dist,18,28
SYN-PS-0038,D07,Bengaluru Dist,19,31
SYN-PS-0038,D07,Bengaluru Dist,20,31
SYN-PS-0038,D07,Bengaluru Dist,21,28
SYN-PS-0038,D07,Bengaluru Dist,22,26
SYN-PS-0038,D07,Bengaluru Dist,23,23
SYN-PS-0039,D08,Bengaluru South,0,21
SYN-PS-0039,D08,Bengaluru South,1,19
SYN-PS-0039,D08,Bengaluru South,2,17
SYN-PS-0039,D08,Bengaluru South,3,12
SYN-PS-0039,D08,Bengaluru South,4,10
SYN-PS-0039,D08,Bengaluru South,5,7
SYN-PS-0039,D08,Bengaluru South,6,6
SYN-PS-0039,D08,Bengaluru South,7,9
SYN-PS-0039,D08,Bengaluru South,8,11
SYN-PS-0039,D08,Bengaluru South,9,13
SYN-PS-0039,D08,Bengaluru South,10,13
SYN-PS-0039,D08,Bengaluru South,11,13
SYN-PS-0039,D08,Bengaluru South,12,13
SYN-PS-0039,D08,Bengaluru South,13,13
SYN-PS-0039,D08,Bengaluru South,14,13
SYN-PS-0039,D08,Bengaluru South,15,16
SYN-PS-0039,D08,Bengaluru South,16,18
SYN-PS-0039,D08,Bengaluru South,17,20
SYN-PS-0039,D08,Bengaluru South,18,26
SYN-PS-0039,D08,Bengaluru South,19,28
SYN-PS-0039,D08,Bengaluru South,20,28
SYN-PS-0039,D08,Bengaluru South,21,26
SYN-PS-0039,D08,Bengaluru South,22,23
SYN-PS-0039,D08,Bengaluru South,23,21
SYN-PS-0040,D08,Bengaluru South,0,81
SYN-PS-0040,D08,Bengaluru South,1,72
SYN-PS-0040,D08,Bengaluru South,2,63
SYN-PS-0040,D08,Bengaluru South,3,45
SYN-PS-0040,D08,Bengaluru South,4,36
SYN-PS-0040,D08,Bengaluru South,5,27
SYN-PS-0040,D08,Bengaluru South,6,26
SYN-PS-0040,D08,Bengaluru South,7,35
SYN-PS-0040,D08,Bengaluru South,8,44
SYN-PS-0040,D08,Bengaluru South,9,53
SYN-PS-0040,D08,Bengaluru South,10,53
SYN-PS-0040,D08,Bengaluru South,11,53
SYN-PS-0040,D08,Bengaluru South,12,53
SYN-PS-0040,D08,Bengaluru South,13,53
SYN-PS-0040,D08,Bengaluru South,14,53
SYN-PS-0040,D08,Bengaluru South,15,62
SYN-PS-0040,D08,Bengaluru South,16,71
SYN-PS-0040,D08,Bengaluru South,17,80
SYN-PS-0040,D08,Bengaluru South,18,99
SYN-PS-0040,D08,Bengaluru South,19,108
SYN-PS-0040,D08,Bengaluru South,20,108
SYN-PS-0040,D08,Bengaluru South,21,99
SYN-PS-0040,D08,Bengaluru South,22,90
SYN-PS-0040,D08,Bengaluru South,23,81
SYN-PS-0041,D08,Bengaluru South,0,11
SYN-PS-0041,D08,Bengaluru South,1,9
SYN-PS-0041,D08,Bengaluru South,2,8
SYN-PS-0041,D08,Bengaluru South,3,6
SYN-PS-0041,D08,Bengaluru South,4,5
SYN-PS-0041,D08,Bengaluru South,5,4
SYN-PS-0041,D08,Bengaluru South,6,4
SYN-PS-0041,D08,Bengaluru South,7,4
SYN-PS-0041,D08,Bengaluru South,8,5
SYN-PS-0041,D08,Bengaluru South,9,6
SYN-PS-0041,D08,Bengaluru South,10,6
SYN-PS-0041,D08,Bengaluru South,11,6
SYN-PS-0041,D08,Bengaluru South,12,6
SYN-PS-0041,D08,Bengaluru South,13,6
SYN-PS-0041,D08,Bengaluru South,14,6
SYN-PS-0041,D08,Bengaluru South,15,7
SYN-PS-0041,D08,Bengaluru South,16,8
SYN-PS-0041,D08,Bengaluru South,17,10
SYN-PS-0041,D08,Bengaluru South,18,13
SYN-PS-0041,D08,Bengaluru South,19,14
SYN-PS-0041,D08,Bengaluru South,20,14
SYN-PS-0041,D08,Bengaluru South,21,13
SYN-PS-0041,D08,Bengaluru South,22,12
SYN-PS-0041,D08,Bengaluru South,23,11
SYN-PS-0042,D08,Bengaluru South,0,90
SYN-PS-0042,D08,Bengaluru South,1,80
SYN-PS-0042,D08,Bengaluru South,2,70
SYN-PS-0042,D08,Bengaluru South,3,50
SYN-PS-0042,D08,Bengaluru South,4,40
SYN-PS-0042,D08,Bengaluru South,5,30
SYN-PS-0042,D08,Bengaluru South,6,30
SYN-PS-0042,D08,Bengaluru South,7,40
SYN-PS-0042,D08,Bengaluru South,8,50
SYN-PS-0042,D08,Bengaluru South,9,60
SYN-PS-0042,D08,Bengaluru South,10,60
SYN-PS-0042,D08,Bengaluru South,11,60
SYN-PS-0042,D08,Bengaluru South,12,60
SYN-PS-0042,D08,Bengaluru South,13,60
SYN-PS-0042,D08,Bengaluru South,14,60
SYN-PS-0042,D08,Bengaluru South,15,70
SYN-PS-0042,D08,Bengaluru South,16,80
SYN-PS-0042,D08,Bengaluru South,17,89
SYN-PS-0042,D08,Bengaluru South,18,110
SYN-PS-0042,D08,Bengaluru South,19,120
SYN-PS-0042,D08,Bengaluru South,20,120
SYN-PS-0042,D08,Bengaluru South,21,110
SYN-PS-0042,D08,Bengaluru South,22,100
SYN-PS-0042,D08,Bengaluru South,23,90
SYN-PS-0043,D08,Bengaluru South,0,15
SYN-PS-0043,D08,Bengaluru South,1,13
SYN-PS-0043,D08,Bengaluru South,2,12
SYN-PS-0043,D08,Bengaluru South,3,8
SYN-PS-0043,D08,Bengaluru South,4,7
SYN-PS-0043,D08,Bengaluru South,5,5
SYN-PS-0043,D08,Bengaluru South,6,4
SYN-PS-0043,D08,Bengaluru South,7,6
SYN-PS-0043,D08,Bengaluru South,8,7
SYN-PS-0043,D08,Bengaluru South,9,9
SYN-PS-0043,D08,Bengaluru South,10,9
SYN-PS-0043,D08,Bengaluru South,11,9
SYN-PS-0043,D08,Bengaluru South,12,9
SYN-PS-0043,D08,Bengaluru South,13,9
SYN-PS-0043,D08,Bengaluru South,14,9
SYN-PS-0043,D08,Bengaluru South,15,11
SYN-PS-0043,D08,Bengaluru South,16,12
SYN-PS-0043,D08,Bengaluru South,17,14
SYN-PS-0043,D08,Bengaluru South,18,18
SYN-PS-0043,D08,Bengaluru South,19,20
SYN-PS-0043,D08,Bengaluru South,20,20
SYN-PS-0043,D08,Bengaluru South,21,18
SYN-PS-0043,D08,Bengaluru South,22,16
SYN-PS-0043,D08,Bengaluru South,23,15
SYN-PS-0044,D08,Bengaluru South,0,23
SYN-PS-0044,D08,Bengaluru South,1,21
SYN-PS-0044,D08,Bengaluru South,2,18
SYN-PS-0044,D08,Bengaluru South,3,13
SYN-PS-0044,D08,Bengaluru South,4,11
SYN-PS-0044,D08,Bengaluru South,5,8
SYN-PS-0044,D08,Bengaluru South,6,7
SYN-PS-0044,D08,Bengaluru South,7,10
SYN-PS-0044,D08,Bengaluru South,8,12
SYN-PS-0044,D08,Bengaluru South,9,15
SYN-PS-0044,D08,Bengaluru South,10,15
SYN-PS-0044,D08,Bengaluru South,11,15
SYN-PS-0044,D08,Bengaluru South,12,15
SYN-PS-0044,D08,Bengaluru South,13,15
SYN-PS-0044,D08,Bengaluru South,14,15
SYN-PS-0044,D08,Bengaluru South,15,17
SYN-PS-0044,D08,Bengaluru South,16,20
SYN-PS-0044,D08,Bengaluru South,17,22
SYN-PS-0044,D08,Bengaluru South,18,29
SYN-PS-0044,D08,Bengaluru South,19,31
SYN-PS-0044,D08,Bengaluru South,20,31
SYN-PS-0044,D08,Bengaluru South,21,29
SYN-PS-0044,D08,Bengaluru South,22,26
SYN-PS-0044,D08,Bengaluru South,23,23
SYN-PS-0045,D09,Tumakuru,0,31
SYN-PS-0045,D09,Tumakuru,1,28
SYN-PS-0045,D09,Tumakuru,2,24
SYN-PS-0045,D09,Tumakuru,3,17
SYN-PS-0045,D09,Tumakuru,4,14
SYN-PS-0045,D09,Tumakuru,5,11
SYN-PS-0045,D09,Tumakuru,6,11
SYN-PS-0045,D09,Tumakuru,7,13
SYN-PS-0045,D09,Tumakuru,8,16
SYN-PS-0045,D09,Tumakuru,9,20
SYN-PS-0045,D09,Tumakuru,10,20
SYN-PS-0045,D09,Tumakuru,11,20
SYN-PS-0045,D09,Tumakuru,12,20
SYN-PS-0045,D09,Tumakuru,13,20
SYN-PS-0045,D09,Tumakuru,14,20
SYN-PS-0045,D09,Tumakuru,15,23
SYN-PS-0045,D09,Tumakuru,16,27
SYN-PS-0045,D09,Tumakuru,17,30
SYN-PS-0045,D09,Tumakuru,18,38
SYN-PS-0045,D09,Tumakuru,19,41
SYN-PS-0045,D09,Tumakuru,20,41
SYN-PS-0045,D09,Tumakuru,21,38
SYN-PS-0045,D09,Tumakuru,22,34
SYN-PS-0045,D09,Tumakuru,23,31
SYN-PS-0046,D09,Tumakuru,0,17
SYN-PS-0046,D09,Tumakuru,1,15
SYN-PS-0046,D09,Tumakuru,2,13
SYN-PS-0046,D09,Tumakuru,3,10
SYN-PS-0046,D09,Tumakuru,4,8
SYN-PS-0046,D09,Tumakuru,5,6
SYN-PS-0046,D09,Tumakuru,6,6
SYN-PS-0046,D09,Tumakuru,7,8
SYN-PS-0046,D09,Tumakuru,8,10
SYN-PS-0046,D09,Tumakuru,9,10
SYN-PS-0046,D09,Tumakuru,10,10
SYN-PS-0046,D09,Tumakuru,11,10
SYN-PS-0046,D09,Tumakuru,12,10
SYN-PS-0046,D09,Tumakuru,13,10
SYN-PS-0046,D09,Tumakuru,14,10
SYN-PS-0046,D09,Tumakuru,15,12
