link_id,source,target,relation,weight,synthetic
SYN-LNK-00339,SYN-OFF-0207,SYN-ACC-0089,uses_account,2,true
SYN-LNK-00340,SYN-OFF-0117,SYN-ACC-0089,uses_account,1,true
SYN-LNK-00341,SYN-OFF-0200,SYN-ACC-0089,uses_account,3,true
SYN-LNK-00342,SYN-OFF-0073,SYN-ACC-0089,uses_account,3,true
SYN-LNK-00343,SYN-OFF-0219,SYN-ACC-0023,uses_account,2,true
SYN-LNK-00344,SYN-OFF-0172,SYN-ACC-0023,uses_account,3,true
SYN-LNK-00345,SYN-OFF-0039,SYN-ACC-0023,uses_account,3,true
SYN-LNK-00346,SYN-OFF-0148,SYN-ACC-0023,uses_account,2,true
SYN-LNK-00347,SYN-OFF-0049,SYN-ACC-0023,uses_account,2,true
SYN-LNK-00348,SYN-OFF-0104,SYN-ACC-0023,uses_account,1,true
SYN-LNK-00349,SYN-OFF-0156,SYN-ACC-0023,uses_account,1,true
SYN-LNK-00350,SYN-OFF-0052,SYN-ACC-0023,uses_account,1,true
SYN-LNK-00351,SYN-OFF-0020,SYN-ACC-0023,uses_account,2,true
SYN-LNK-00352,SYN-OFF-0128,SYN-ACC-0037,uses_account,3,true
SYN-LNK-00353,SYN-OFF-0016,SYN-ACC-0037,uses_account,1,true
SYN-LNK-00354,SYN-OFF-0204,SYN-ACC-0037,uses_account,3,true
SYN-LNK-00355,SYN-OFF-0194,SYN-ACC-0037,uses_account,3,true
SYN-LNK-00356,SYN-OFF-0144,SYN-ACC-0037,uses_account,2,true
SYN-LNK-00357,SYN-OFF-0035,SYN-ACC-0037,uses_account,1,true
SYN-LNK-00358,SYN-OFF-0145,SYN-ACC-0037,uses_account,3,true
SYN-LNK-00359,SYN-OFF-0074,SYN-ACC-0037,uses_account,2,true
SYN-LNK-00360,SYN-OFF-0068,SYN-ACC-0037,uses_account,3,true
SYN-LNK-00361,SYN-OFF-0046,SYN-ACC-0027,uses_account,1,true
SYN-LNK-00362,SYN-OFF-0059,SYN-ACC-0027,uses_account,2,true
SYN-LNK-00363,SYN-OFF-0165,SYN-ACC-0027,uses_account,3,true
SYN-LNK-00364,SYN-OFF-0093,SYN-ACC-0027,uses_account,3,true
SYN-LNK-00365,SYN-OFF-0029,SYN-ACC-0027,uses_account,3,true
SYN-LNK-00366,SYN-OFF-0202,SYN-ACC-0027,uses_account,1,true
SYN-LNK-00367,SYN-OFF-0149,SYN-ACC-0027,uses_account,2,true
