population,literacy_pct,urban_pct,density,risk_band
2514800,69.3,40.5,250,Moderate
3224516,96.5,50.1,736,Critical
1559430,73.5,32.9,665,High
2433112,65.1,40.2,425,Moderate
723132,70.3,15.4,104,Low
1471031,75.7,32.0,347,Moderate
2104927,76.5,19.9,314,Low
595419,80.2,43.2,362,High
904886,79.9,26.8,293,Low
1250030,80.5,8,326,Moderate
3483250,76.0,23.2,413,High
1392570,77.9,53.5,301,Low
2410147,62.2,21.4,157,Low
1539923,89.1,54.0,610,Moderate
1470288,75.3,14.2,277,Low
1363935,77.3,34.2,421,High
1362594,66.2,22.5,287,Low
2392907,82.8,50.7,506,Critical
2557576,94.7,30.0,733,Moderate
400235,89.9,8,177,Low
2659302,89.5,53.5,505,Critical
2778543,61.9,21.4,197,Low
1225891,75.6,20.2,295,High
3852844,70.9,31.2,137,Low
1109875,82.9,61.0,650,Moderate
2941636,74.8,21.9,257,Low
3039561,83.8,49.6,399,Critical
3062205,75.0,14.6,372,Low
2601344,70.1,27.2,453,Moderate
2098280,87.6,35.6,312,Moderate
6324847,77.1,8,431,Low
2955190,73.4,41.9,626,Moderate
3392987,78.8,43.5,278,High
1597488,74.1,34.7,362,Moderate
3888631,79.4,18.8,414,Moderate
2135526,69.6,30.1,208,Low
2072338,71.0,36.6,348,Low
1792446,72.6,20.6,240,Low
1870579,78.7,15.1,439,Low
1371237,91.9,23.1,398,Moderate
1289937,71.5,16.2,326,Moderate
3454040,63.7,20.1,299,Low
2569566,74.5,22.7,470,Low
1203358,76.6,31.3,306,Moderate
714489,87.6,32.0,395,Moderate
3106250,70.7,31.0,334,Low
1459761,80.3,37.0,723,Moderate
2656054,77.9,8,314,Low
1742458,76.0,31.7,307,Low
1395662,77.8,44.3,304,Moderate
562726,76.8,30.3,779,Moderate
3816678,73.6,21.9,409,Low
1698636,77.0,41.5,341,Critical
2110524,69.4,70.0,514,High
1646442,77.1,32.2,351,Low
962929,45.9,23.4,331,Low
1746217,73.3,27.7,211,Moderate
943251,71.9,40.1,522,Low
2770438,70.3,19.0,263,Moderate
1475833,69.1,50.8,255,Low
3381250,71.2,35.4,697,High
895585,63.9,30.0,233,Low
2352376,82.9,53.3,495,Moderate
1485286,67.9,23.3,212,Moderate
1998269,66.6,8,497,Low
2835461,80.4,68.3,399,High
2899683,58.3,23.1,308,Low
1715545,81.4,46.4,466,High
1228897,69.4,27.3,275,Low
2007168,73.2,37.2,314,Low
2588242,75.4,28.8,604,Moderate
1738774,83.3,42.3,322,Low
2177914,74.3,45.4,437,Moderate
994052,76.4,29.7,314,Low
757051,46.6,17.8,259,Low
2352418,78.3,25.5,474,Moderate
2103059,90.8,70.0,312,High
3924952,71.5,8,294,Low
1005587,68.8,26.4,360,Low
1381415,77.6,15.7,203,Low
1867644,70.4,50.9,452,Low
4143805,80.0,8,332,Low
2164246,72.2,8.2,251,Low
1624948,66.5,31.5,408,Low
430488,77.3,9.4,213,Moderate
1561280,77.0,8,267,Low
1219389,72.5,42.3,278,High
2967778,65.5,33.7,125,Low
1641578,67.3,23.2,123,Low
1608283,83.5,32.1,305,Low
511180,74.6,24.2,249,Moderate
1151024,73.9,42.2,460,Moderate
2913515,50.9,29.7,128,Low
1843580,58.0,9.5,184,Low
1164488,76.0,27.2,301,Moderate
1958514,78.2,27.2,350,Low
1750752,74.4,69.8,238,High
309590,87.2,15.2,143,Low
2529277,79.7,13.9,446,Moderate
3226476,80.6,57.2,585,High
3708139,60.7,35.3,279,Moderate
1606965,65.7,23.8,292,Low
1763771,78.7,21.5,379,Low
1333207,68.3,32.2,612,Moderate
2108468,71.9,31.0,383,Moderate
2305444,65.4,49.2,165,High
1142387,83.5,30.6,80,Moderate
2490280,53.6,23.4,250,Moderate
1971755,76.1,57.8,219,Moderate
1410727,71.8,8,405,Low
3260333,65.3,38.0,606,Moderate
1860392,71.0,21.6,216,Low
714774,76.7,14.7,186,Low
2648453,67.3,16.1,192,Moderate
1293400,68.3,41.3,335,Low
560104,84.5,8,85,Low
3055590,89.7,50.4,675,Moderate
3566901,67.9,21.7,351,High
2070781,65.3,19.0,293,Low
1328331,73.9,28.1,269,Low
1613357,71.9,18.0,156,Moderate
2664596,77.7,26.1,303,Moderate
1043879,86.6,25.7,124,Moderate
3819529,65.2,8,533,Low
997058,63.9,14.4,169,Low
1329280,76.6,43.2,251,Low
1902612,68.6,37.3,165,Moderate
2158875,71.6,29.4,212,Low
773452,87.1,29.1,298,Moderate
728635,61.9,8,182,Low
2582015,65.4,34.9,240,Moderate
4405852,76.3,19.7,611,High
1486302,62.9,29.9,257,Low
14110571,83.6,83.7,6048,Critical
1878464,81.8,31.0,360,Moderate
1601281,65.4,30.8,132,Low
881736,80.0,19.0,229,Low
1520989,67.2,30.9,177,Low
636478,82.0,10.5,212,Low
7263978,74.9,16.6,506,Moderate
3195753,80.1,30.5,430,Moderate
1900869,69.9,28.8,271,Moderate
1199820,70.1,32.8,367,Low
725817,49.2,26.7,115,Low
1986764,73.8,12.0,440,Low
1447313,84.8,26.0,546,Moderate
3035820,73.9,30.9,195,Low
1037570,78.9,35.4,154,High
6150091,85.5,94.9,4467,Critical
1567270,78.9,31.3,691,Low
1393333,59.8,17.6,273,Low
385376,84.2,17.4,212,Low
1522863,79.6,22.8,789,Moderate
2713085,60.4,33.4,119,Moderate
4062007,73.5,9.4,355,Moderate
641449,58.5,24.2,106,Moderate
1659567,70.3,13.2,553,Low
1250930,68.3,10.8,489,Low
2883930,80.2,35.0,267,Low
2309543,76.1,8,563,Moderate
1470286,72.2,16.2,134,Low
960655,61.5,12.7,215,Low
2021494,86.6,30.8,190,Moderate
885592,91.7,30.0,83,Moderate
3026371,71.6,10.4,142,Low
2316501,80.1,36.2,329,High
1999535,79.1,41.1,557,High
2855269,65.1,45.9,388,Low
732485,77.0,22.9,165,Low
1154247,71.0,11.2,397,Low
1065630,72.6,34.9,303,Low
1426296,84.7,28.4,209,Low
1485598,60.5,19.0,187,Low
1082366,64.4,28.1,161,Moderate
1893979,84.0,21.3,272,Low
14354082,89.6,87.3,2637,Critical
1372773,67.4,39.6,209,Low
1156775,63.7,23.1,188,Low
1984192,68.8,8,267,Low
2390892,63.5,34.9,123,Low
2072960,63.7,28.9,217,Moderate
1354678,70.4,8.3,225,Low
743642,80.7,33.4,772,Critical
1958595,95.2,56.8,423,High
1389660,73.9,27.5,483,Moderate
1486090,62.1,25.0,174,Moderate
2157798,75.0,27.6,416,Moderate
1453196,73.2,30.9,396,Moderate
2459827,67.7,22.0,417,Low
1086045,71.2,32.4,471,Moderate
2208504,59.1,38.9,336,Moderate
873960,75.0,9.7,226,High
853714,71.9,26.3,394,Low
2692247,61.6,24.4,225,Moderate
591082,77.1,44.3,350,Moderate
2317662,61.0,28.9,282,Moderate
2544378,70.9,25.1,189,Low
2139462,80.8,30.5,194,Moderate
879867,82.2,27.5,346,Low
1013582,72.7,19.8,372,Low
1420790,66.7,17.6,389,Low
1696884,79.1,21.1,523,Low
910379,76.8,24.1,319,High
3271240,72.3,12.9,140,Low
1541715,68.5,27.3,423,Moderate
2223325,71.4,57.0,377,Critical
939324,71.6,11.0,262,Low
3033393,52.1,24.0,182,Moderate
2020682,76.4,54.5,840,Critical
2351328,80.6,45.3,252,Moderate
1565699,74.2,24.2,249,Low
1052111,65.9,34.2,174,Low
1447436,70.4,19.9,421,Moderate
1483245,67.0,25.2,138,Low
1167316,73.7,22.5,203,Low
2331240,53.5,11.1,348,Moderate
6357648,76.1,36.9,630,High
1156039,78.4,32.8,150,Moderate
2838249,75.4,38.5,318,Moderate
1064532,84.8,46.0,333,High
10084752,81.0,83.1,3854,Critical
2349271,92.5,29.4,461,Low
1660432,82.1,8,309,Low
3819155,70.3,36.5,810,Moderate
1030501,75.7,8,235,Low
1214488,65.7,40.6,367,Low
3643568,57.3,31.6,364,Moderate
2716048,72.8,25.1,265,Moderate
946644,59.0,31.1,377,Low
2698849,65.0,34.8,358,High
10187493,95.4,94.9,4837,Critical
3809762,80.9,36.7,163,Moderate
3188241,76.8,52.1,375,High
1269533,73.5,33.8,226,Moderate
1029761,81.1,27.2,694,Low
1076129,53.6,35.8,378,Moderate
9761056,94.4,94.6,5812,Critical
3911141,79.0,31.3,224,Moderate
1725967,56.2,12.8,274,Low
2575844,69.0,35.4,315,Moderate
1281502,97.5,39.2,556,Low
2793701,68.4,29.0,511,Moderate
3416981,62.8,26.6,436,Moderate
1595354,71.1,28.1,529,Moderate
1720637,56.6,23.8,262,Low
2709506,78.0,19.5,490,High
1294818,58.7,35.6,208,High
1279906,67.8,8,580,Low
2170556,53.9,34.2,139,Low
1426750,60.5,30.9,357,Low
2012822,73.3,25.3,383,Low
890864,62.4,21.4,151,Low
1339030,71.8,23.2,356,Low
2710614,56.7,23.6,395,Moderate
1285756,51.6,19.5,160,Low
1706469,91.6,28.2,202,Moderate
4068327,70.8,13.4,315,Moderate
1203001,81.9,37.8,217,Low
2197754,90.9,67.8,464,Critical
2769301,80.4,23.4,348,Low
651088,85.6,30.3,325,Low
1512466,79.3,26.4,538,Low
929769,93.7,23.6,160,Moderate
1630650,99,49.9,271,High
2001961,79.3,16.1,227,Low
1781452,74.9,12.1,419,Low
883099,79.5,37.6,179,Moderate
1802180,77.2,56.3,351,Moderate
2870520,82.3,29.2,272,Moderate
1054128,78.7,17.3,239,Low
2248044,61.4,27.7,248,Low
2647175,71.4,23.9,276,High
10294092,95.5,99,2386,Critical
11303900,93.9,79.6,2490,Critical
1104672,76.1,17.9,182,Low
1236869,66.5,15.7,328,Low
2563113,85.4,26.3,441,Low
1138623,63.3,28.4,227,Low
1649235,64.2,8,419,Low
3306649,62.5,33.4,372,Moderate
1507212,81.0,28.8,80,Moderate
3244032,86.8,53.9,601,High
1411081,66.5,25.8,173,Low
2094132,85.9,43.9,327,Low
8591236,93.5,82.5,4461,Critical
2376862,70.3,35.5,333,Low
2039535,80.1,52.3,449,High
1098499,45,12.9,144,Low
3054519,74.2,23.3,560,Moderate
838485,82.7,20.8,190,Moderate
863995,81.1,20.5,408,Low
3903064,84.4,31.7,176,Moderate
3899142,71.9,53.6,239,High
1419525,54.7,21.3,243,Low
2052905,77.3,22.3,146,Low
1966054,68.4,38.8,343,Low
2748868,75.3,55.8,738,High
3095894,64.2,27.2,383,Moderate
3714150,71.8,46.8,129,Critical
5635770,73.7,18.1,586,High
2276988,93.3,37.9,118,Moderate
1867756,86.4,27.6,205,Moderate
5560250,90.3,89.7,7555,Critical
1610359,84.7,51.7,760,High
3885997,61.1,30.3,402,Low
7323597,69.5,26.3,531,Moderate
804136,75.0,25.7,101,Low
1279999,53.0,29.0,258,Low
2024996,77.6,65.8,301,Critical
1129290,63.5,8,341,Low
3009809,61.2,25.4,238,Moderate
3645881,67.8,26.0,396,Low
1671837,77.5,53.1,255,High
1549307,72.8,8,278,Low
1265794,75.7,32.0,412,Moderate
1218540,71.4,25.1,478,Low
1469084,73.9,25.4,163,Moderate
1475300,80.1,27.1,329,Low
7599769,66.8,33.5,543,Moderate
1457824,90.9,67.2,742,High
1018889,80.0,48.2,563,Moderate
3453321,70.1,25.0,154,Moderate
760539,79.2,28.7,379,Moderate
2469397,70.5,25.0,279,Moderate
1185352,83.1,24.6,394,High
560064,75.7,40.1,234,Moderate
2018373,59.2,25.8,193,Low
831952,61.1,23.3,102,Low
1703477,78.2,69.7,376,Moderate
3251473,84.5,13.7,212,Low
1827649,77.1,21.0,189,Moderate
1622433,89.3,31.9,231,Low
2504929,64.6,40.1,220,Low
1554740,67.6,23.8,407,Low
2882478,77.5,32.5,332,Low
2811591,72.0,56.6,255,High
1199212,78.8,48.5,461,Moderate
553132,94.7,12.5,197,Low
2220557,71.7,14.8,350,Low
1337058,62.6,41.1,282,Moderate
1510288,73.9,32.4,370,Low
1515228,68.5,36.8,419,Moderate
2852436,78.5,48.9,353,High
2649030,62.3,50.4,757,Moderate
1254837,70.9,13.4,435,Low
1425802,74.9,36.5,175,Low
743902,87.4,17.9,152,Low
2882278,75.6,8,333,Low
1418887,92.1,42.4,787,Moderate
1641464,91.6,18.2,293,Low
2595405,60.8,31.8,158,Low
2377798,70.3,39.7,463,High
1385368,68.0,27.6,173,Moderate
1485844,80.0,30.3,311,Low
2206293,76.1,64.3,184,Moderate
1529670,57.2,31.0,135,Moderate
1346222,69.2,43.0,526,Low
1307355,74.4,29.7,250,Low
2479011,73.2,38.9,147,Moderate
2285329,75.0,28.9,234,Low
4534564,85.6,44.5,425,High
2333374,54.9,21.7,182,Low
2372400,72.6,16.7,115,Low
1566876,45,8,369,Low
2712934,71.5,14.3,575,High
3341052,86.3,22.4,441,Low
1019924,68.7,10.8,369,Low
2121461,70.3,17.0,318,Low
2152457,70.4,33.2,530,Low
7165445,75.5,34.6,331,High
781758,67.4,32.8,458,Moderate
1599571,58.4,29.0,396,High
4338611,68.1,32.8,365,Low
900981,67.7,17.6,99,Low
7476875,81.9,34.2,348,Moderate
896032,45,28.0,171,Moderate
4740484,62.7,37.1,534,High
1615167,85.6,49.3,196,High
635066,93.3,35.3,397,Low
4817669,66.2,16.5,513,Low
1486393,75.1,43.8,530,Moderate
1898669,77.7,59.5,262,High
1816959,66.5,21.0,344,Low
1501446,80.9,33.9,441,High
1562784,76.7,27.3,270,Low
1521665,87.3,28.4,226,High
2169890,77.1,30.1,157,Low
1175511,67.2,30.3,383,Low
567653,74.4,20.1,149,Low
2792836,89.6,62.5,799,High
6731563,74.7,8,450,Moderate
4025891,71.5,46.2,421,Moderate
1981923,77.1,24.0,184,Low
2409987,69.3,46.9,441,Low
870792,61.2,27.1,240,Low
3295926,82.3,40.4,423,High
1774240,86.9,18.3,126,Low
2538757,74.5,32.9,207,Moderate
936116,54.6,29.4,270,Moderate
2352012,72.8,21.3,585,Moderate
2497919,83.4,26.6,278,Moderate
3051931,47.5,36.4,126,Low
1303286,63.0,8.7,318,Low
2211682,72.4,59.8,256,High
1565202,79.8,12.1,161,Moderate
8136003,89.4,85.6,5852,Critical
1820558,74.0,8,460,Low
3380778,70.4,36.2,380,Low
848571,81.4,26.9,156,Low
1776580,64.7,22.5,326,Low
3234870,66.9,25.4,530,High
1305540,50.0,20.7,119,Low
2075441,71.8,44.2,446,Critical
6159882,80.9,28.6,359,Moderate
1694044,75.1,32.0,192,Low
2335682,68.8,8,546,Low
1214504,51.6,23.6,205,Low
1246822,50.6,18.5,379,Low
667862,78.7,30.6,560,High
2216491,67.5,39.4,361,Moderate
1480163,95.4,30.6,263,High
7594039,81.8,36.8,487,High
2850443,83.3,42.4,646,High
1290682,62.8,33.9,505,Moderate
2862375,84.7,49.2,356,Moderate
1444553,67.5,52.9,306,Moderate
2400515,85.1,61.9,657,Moderate
8667987,91.4,87.3,3915,Critical
3304834,79.7,23.8,136,Low
1937943,72.7,49.9,505,High
2267864,83.5,63.9,226,High
2994063,66.3,42.9,386,Moderate
1728015,79.3,26.9,199,High
2427906,71.9,26.4,543,Moderate
2023679,64.1,26.9,384,Moderate
1957245,86.9,46.4,621,Moderate
1176122,76.0,26.3,448,Low
620730,92.3,35.4,529,High
3069954,64.5,27.0,207,Low
3023052,51.1,37.7,203,Low
1171996,82.2,23.0,748,Moderate
2022607,88.9,44.7,439,High
1459505,67.0,27.5,254,Moderate
1294059,81.6,15.6,499,Low
1437855,78.9,59.9,202,Low
2824544,71.7,46.4,844,High
4607370,65.1,31.3,716,Moderate
966516,78.0,67.5,563,Low
2216016,69.7,61.5,373,High
1793169,68.6,22.6,218,High
1387232,82.6,32.5,334,Moderate
932932,65.6,26.8,509,Moderate
2262901,67.7,22.4,180,Low
793571,58.9,31.8,154,Low
1850822,78.4,33.4,200,Moderate
745677,77.6,32.2,781,Low
2602488,90.5,45.5,544,Moderate
1590266,80.0,62.0,370,Critical
1025551,90.1,23.2,443,Moderate
670492,55.7,14.8,263,Low
1013528,55.9,40.1,424,Moderate
1963506,82.8,40.7,540,High
2452609,81.3,47.4,218,Low
1190180,80.1,35.3,470,Moderate
770806,80.0,19.2,301,Low
1858356,79.2,61.0,349,High
936864,78.0,61.9,732,High
1818884,77.1,25.2,279,Moderate
2310237,73.9,37.6,443,Moderate
2341880,76.2,25.0,146,Low
3340061,78.6,20.0,291,Low
961067,64.8,26.4,493,Moderate
3102290,63.1,35.3,381,Low
8419037,86.8,81.7,5145,Critical
7385704,81.2,99,3347,Critical
1818589,84.9,24.8,439,Low
1516233,54.4,37.4,313,Low
1712267,73.1,30.4,392,Low
2056794,68.2,20.8,331,Moderate
2532102,73.1,46.6,468,Moderate
3417311,75.9,49.6,432,High
1302280,69.2,16.2,164,Low
3808460,73.0,38.9,245,Moderate
728453,71.2,32.0,499,Low
1425565,86.2,37.9,554,High
1386502,76.6,12.1,203,Low
1976142,96.1,45.8,660,High
1842192,68.9,29.4,235,Low
2532659,63.5,14.1,370,Moderate
1549961,65.7,47.6,843,High
1755060,72.1,23.9,243,Low
3081769,68.2,43.0,487,Moderate
1818398,75.8,52.5,546,High
2633110,72.1,17.5,403,Low
2331210,74.0,27.6,452,Moderate
800642,87.0,36.6,369,Moderate
1728389,64.2,38.8,261,Moderate
2416928,76.2,26.2,211,Moderate
1744229,69.0,18.1,228,Moderate
2036312,68.8,56.3,185,High
942605,78.5,18.7,366,Low
2182818,71.8,8,418,Low
1707827,64.6,19.5,390,Low
1395082,54.2,21.6,163,Low
2953196,70.9,32.0,436,Moderate
2259874,77.9,16.0,211,High
1278216,78.1,13.4,428,Low
5895194,85.1,96.5,2231,Critical
922403,60.2,24.6,250,Low
1002337,73.9,27.1,199,Moderate
3458613,62.5,20.7,120,Low
1388951,83.5,25.0,538,Moderate
895542,87.2,15.8,244,Low
2185417,57.0,44.7,281,Moderate
3728686,74.8,30.4,242,Moderate
1213414,77.2,27.0,396,Low
1637546,74.0,27.6,129,Low
3661538,72.7,32.4,526,Low
4369482,72.7,12.7,272,Low
1175296,68.2,43.5,167,Low
1863285,66.4,27.1,150,Low
1012170,72.7,22.6,273,Low
1907689,69.5,8.2,210,Low
1219067,74.1,38.5,261,Low
2104726,76.5,34.3,309,High
1731357,69.1,42.0,151,Moderate
1619998,59.7,8,284,Low
2854229,76.8,40.0,421,Low
2033369,74.1,21.7,132,Low
930488,72.7,28.9,241,Low
3679465,68.7,28.0,258,High
1781967,58.8,22.8,158,Low
14786144,95.5,81.8,4814,Critical
1020706,69.6,26.8,420,Low
1786603,90.6,18.1,92,Low
2160255,53.0,33.1,167,Low
4097364,72.8,31.8,172,Moderate
2557746,66.2,38.0,207,Moderate
867609,63.4,8,230,Moderate
2107356,64.0,19.6,404,Low
2256396,74.8,37.1,535,Moderate
724622,85.4,21.6,186,Moderate
1284220,63.6,15.1,197,Low
1543007,76.5,25.6,443,Low
1027329,89.2,50.8,649,Moderate
2083080,64.3,8,125,Low
1156084,61.8,12.7,379,Moderate
711379,95.4,17.6,231,Moderate
1262743,86.6,66.0,711,Critical
1302799,66.0,23.7,317,Low
2380057,78.9,16.0,418,Low
3402500,73.3,24.4,335,Low
1450317,65.2,42.6,273,High
1846947,59.4,29.3,121,Low
1010508,60.1,21.6,416,Moderate
1825377,59.6,10.2,321,Low
2175080,91.7,54.5,305,High
1577136,79.6,22.8,191,Low
3435112,69.4,38.0,354,Moderate
2489863,65.8,10.4,636,Low
1791684,75.7,13.4,340,Moderate
3613904,73.9,17.7,345,Moderate
1534685,73.2,40.1,192,Low
2088169,78.4,42.6,438,Moderate
1199141,97.9,20.6,354,Low
735653,69.5,37.7,660,Moderate
3295072,61.1,36.4,391,Low
1805598,87.4,35.6,360,High
2506248,69.8,8,288,Low
1686189,71.4,34.9,400,Moderate
2646448,65.6,19.2,435,Moderate
1191504,80.2,25.0,110,Low
2200306,75.6,12.0,259,Moderate
3221550,66.4,29.5,443,Moderate
2879479,79.6,8.3,387,Low
1516917,80.9,30.8,541,High
1246378,72.1,26.3,169,Low
5943206,65.6,23.9,318,High
1899859,78.7,25.8,137,High
1638154,69.3,33.8,435,High
1148366,73.3,12.2,289,Low
1081452,71.9,33.3,239,Low
5365198,72.8,17.6,519,High
879605,73.4,63.8,408,Moderate
2182914,68.1,14.9,330,Low
936841,67.5,12.2,237,Low
827719,66.2,37.9,465,Low
2873555,85.9,59.0,571,High
7276559,84.1,23.0,599,High
1411980,81.5,67.6,218,Critical
920530,86.1,26.2,170,High
1364058,82.7,46.5,596,Moderate
1721052,86.0,41.1,691,High
4984097,96.3,98.0,4045,Critical
1808997,52.0,34.5,181,Low
1354887,68.0,29.5,315,Low
992483,82.4,41.3,494,High
5416093,72.6,27.8,370,Moderate
2540213,69.7,44.2,372,Moderate
2581634,96.7,37.3,476,High
1442560,72.0,22.3,516,Low
768054,77.7,21.5,525,Low
864425,57.6,29.9,480,Low
542200,68.2,8,355,Low
6705081,81.6,29.1,258,High
3221301,68.5,30.6,232,Low
618318,84.9,20.7,234,Low
1634384,60.9,45.7,487,Low
853647,87.1,15.1,107,Low
2220276,71.8,31.9,195,Low
1209392,89.0,41.1,364,Moderate
802372,80.4,32.5,308,Moderate
1544198,92.6,32.5,190,Moderate
971229,49.6,11.2,329,Low
860755,83.7,27.0,379,Low
1345365,50.2,33.9,191,Low
2333424,79.5,14.9,130,Low
2520633,66.7,37.7,359,Low
2154006,78.1,20.5,279,Low
1159912,68.4,17.2,369,Low
997897,70.2,19.4,180,Moderate
2755730,79.5,63.3,443,Critical
3333023,72.2,8.7,182,Low
1350900,75.0,8,311,Low
1381145,71.0,51.2,375,High
2438958,70.0,29.9,203,Low
2244887,87.1,28.1,328,Low
2652789,77.3,19.2,582,Moderate
1517964,54.6,22.7,147,Low
1985171,80.5,20.9,406,Low
1881357,67.4,16.3,284,Low
747985,70.7,20.1,84,Low
1332358,79.1,13.7,386,Low
937217,77.1,29.7,256,Low
1062297,69.2,46.6,295,Moderate
2122507,68.9,8,562,Low
330173,87.0,24.5,112,Low
1073604,81.4,30.2,181,Moderate
1710330,63.4,13.0,515,Low
1182018,65.2,17.9,93,Low
3444221,79.4,21.9,174,Low
1275959,71.8,18.3,169,Low
1411678,69.7,28.4,261,Moderate
569449,76.4,43.5,216,Moderate
2266273,87.5,32.8,280,Moderate
3019746,55.5,16.5,117,Low
626359,59.2,21.3,301,Low
1110317,70.9,37.1,252,Low
2907586,71.6,25.1,276,Low
859711,81.4,32.7,406,High
1486838,45,17.6,301,Low
1263502,76.4,47.0,278,Low
1186057,78.7,25.8,275,Moderate
1183754,77.0,43.9,435,High
1777825,45.2,9.3,150,Low
1147725,67.8,22.5,208,Low
431882,77.0,16.5,164,Low
820082,59.7,13.6,223,Low
1772855,72.7,38.6,478,Moderate
2110577,71.0,22.0,624,Moderate
1508960,88.1,8.8,178,Low
1279223,87.2,18.2,219,Low
889601,70.1,36.4,452,Low
1019472,74.7,34.8,350,Low
1655570,74.4,24.9,251,Moderate
3502826,68.5,40.0,327,Low
2395185,73.3,69.1,326,High
1521994,78.0,12.7,320,Low
1480952,91.9,61.8,381,High
1851758,69.9,28.2,477,Moderate
1948199,98.0,43.2,413,High
3554291,72.4,40.5,378,Low
1072392,65.7,13.0,172,Low
2813833,99,49.9,301,High
1618864,76.2,57.4,713,Moderate
2670903,76.7,8,288,Low
900201,71.9,33.9,386,Moderate
837385,49.6,16.6,323,Low
2015931,67.5,32.3,111,Low
879291,69.5,26.5,136,Low
1363519,61.0,35.4,789,Low
1284967,80.6,21.4,84,Low
1747890,76.2,31.3,121,Moderate
961015,69.9,37.4,359,Moderate
1712222,76.7,44.4,267,High
5595907,67.7,32.4,319,High
1081790,79.5,69.2,235,High
899707,82.5,17.0,474,Low
1366354,79.2,26.1,245,Moderate
1407136,90.8,49.7,428,High
1903721,63.6,19.5,158,Low
1273556,68.6,33.3,613,Low
1082594,78.0,19.1,493,Moderate
2174286,54.5,35.6,281,Moderate
1451839,67.3,35.1,194,Low
1908850,79.8,21.4,354,Low
1586317,79.5,50.7,514,High
1836903,68.0,16.4,358,Low
3589234,64.7,23.0,271,Low
1209036,69.1,26.9,474,Moderate
2038661,72.9,25.1,519,Moderate
1510830,64.4,36.2,661,Moderate
2549108,68.2,14.8,364,Moderate
7497959,73.9,30.0,250,High
1187420,74.8,32.7,618,Low
1660244,68.3,30.1,547,High
1426496,69.6,17.7,290,Low
959585,70.5,30.0,131,High
1534416,79.3,12.5,573,Moderate
2347139,72.9,44.8,287,Moderate
1490138,88.1,30.8,283,High
2350596,75.6,17.5,470,Low
1973076,75.5,42.5,213,Low
2630248,89.2,65.0,271,High
1098424,45.8,11.3,304,Low
1492347,86.4,35.0,352,Moderate
1231414,76.6,17.4,442,Low
1506952,63.0,17.3,281,Low
6675652,86.8,99,3616,Critical
1334134,55.2,26.9,406,Low
1173192,54.6,10.1,329,Low
810467,65.5,44.2,479,Critical
2908004,70.8,12.8,357,Low
2359323,71.0,16.5,283,Moderate
1268784,79.7,35.5,410,Low
1743601,73.4,17.8,222,Low
1955381,90.6,38.4,671,High
1621141,73.9,27.3,272,Low
812910,73.2,19.7,131,Low
1587585,89.4,30.1,368,High
2878187,86.8,17.0,227,Moderate
1691897,78.6,18.5,203,Moderate
2315938,89.3,25.5,202,High
1906822,72.6,60.7,252,Moderate
1745699,88.9,69.4,600,Moderate
1769286,79.8,32.0,287,Moderate
4892098,73.3,26.3,484,Moderate
1408288,82.7,30.8,543,Moderate
4405653,59.9,39.0,615,Moderate
1101880,89.0,76.9,332,High
9025369,86.7,83.1,2929,Critical
2975145,50.4,27.7,371,Low
1057851,87.1,37.2,264,High
1027197,62.1,12.0,381,Low
1082463,92.0,27.2,228,Low
3526336,64.9,29.1,208,Low
563637,82.4,10.6,135,Low
3715715,63.3,26.8,306,Moderate
3631368,64.3,30.4,202,Moderate
1531296,62.5,31.1,299,Moderate
1646570,67.6,30.4,156,Moderate
1219502,71.3,8,642,Moderate
845274,68.4,42.0,147,Low
952768,73.1,64.0,301,High
1069486,87.6,48.0,728,Critical
3147186,80.4,22.1,608,Low
2835815,72.1,20.8,501,Low
1157027,66.6,31.6,232,Moderate
1377272,69.9,36.5,302,Low
1286067,68.1,25.4,453,Low
1576078,74.3,33.5,316,Low
2737497,61.4,23.9,406,High
1585628,75.9,21.9,160,Moderate
3583789,62.3,38.6,312,Moderate
902809,78.9,30.4,335,High
953256,62.2,59.5,522,High
635623,63.9,16.8,148,Low
3185975,77.0,43.0,701,Moderate
1320735,66.7,14.0,294,Low
1814889,50.0,8,346,Low
1013430,81.6,11.2,213,Low
2410873,73.8,26.0,339,Moderate
2035193,52.8,25.9,142,Low
1542529,80.2,13.5,96,Low
6851345,70.5,28.7,337,High
2371869,91.4,45.7,557,High
2262400,80.1,62.8,351,Critical
1560996,90.9,18.5,378,Low
1363165,48.8,20.3,123,Moderate
1302147,78.0,14.5,153,Low
2544117,67.9,22.1,360,Low
819972,77.9,19.5,95,Low
3005586,86.2,48.8,661,High
4911113,75.8,26.9,329,Low
1169794,89.1,57.0,288,High
2587318,70.1,45.6,422,High
2009901,83.5,46.7,317,Moderate
3989269,73.3,27.9,627,Low
2592111,85.6,43.0,679,High
1754723,59.8,28.7,373,Moderate
6081222,90.2,78.6,3021,Critical
1508778,74.5,8.0,239,Low
1329310,84.7,20.1,574,Moderate
2190351,72.1,44.2,485,Moderate
1409663,69.7,19.5,398,Moderate
2639323,78.0,63.7,650,High
4157021,81.6,28.7,137,Moderate
2683895,77.3,76.3,689,Critical
1558737,65.5,19.9,418,Low
3895873,67.5,45.9,285,Moderate
1582369,69.4,20.7,385,Low
1828046,69.2,22.8,302,Low
2804953,79.0,61.4,718,Moderate
1997276,67.2,41.4,852,Low
2079061,63.2,29.4,398,Low
2006825,71.7,49.2,307,Moderate
1083005,75.6,30.3,149,Moderate
2003665,70.2,13.2,318,Low
