fir_id,offender_id,crime_type,modus_operandi,district,month,year,synthetic
SYN-FIR-00288,SYN-OFF-0013,Criminal Intimidation,extortion,Davanagere,10,2025,true
SYN-FIR-00289,SYN-OFF-0108,Counterfeiting,counterfeit,Bengaluru City,1,2025,true
SYN-FIR-00290,SYN-OFF-0028,Theft,vehicle_theft,Mysuru Dist,7,2025,true
SYN-FIR-00291,SYN-OFF-0095,Burglary,house_burglary,Yadgir,5,2025,true
SYN-FIR-00292,SYN-OFF-0189,Theft,vehicle_theft,Mandya,5,2025,true
SYN-FIR-00293,SYN-OFF-0057,Theft,cattle_theft,Raichur,11,2025,true
SYN-FIR-00294,SYN-OFF-0147,Robbery,chain_snatching,Bengaluru Dist,9,2025,true
SYN-FIR-00295,SYN-OFF-0106,Robbery,chain_snatching,Bengaluru City,11,2025,true
SYN-FIR-00296,SYN-OFF-0011,Dacoity,dacoity,Bengaluru City,1,2025,true
SYN-FIR-00297,SYN-OFF-0206,Counterfeiting,counterfeit,Koppal,6,2025,true
SYN-FIR-00298,SYN-OFF-0093,Theft,mobile_theft,Yadgir,6,2025,true
SYN-FIR-00299,SYN-OFF-0011,Dacoity,dacoity,Bengaluru City,1,2025,true
SYN-FIR-00300,SYN-OFF-0208,Burglary,house_burglary,Bengaluru City,8,2025,true
SYN-FIR-00301,SYN-OFF-0170,Cheating,investment_scam,Bengaluru City,11,2025,true
SYN-FIR-00302,SYN-OFF-0165,Dacoity,dacoity,Haveri,8,2025,true
SYN-FIR-00303,SYN-OFF-0060,Dacoity,dacoity,Chitradurga,9,2025,true
SYN-FIR-00304,SYN-OFF-0040,Cheating,investment_scam,Bengaluru City,5,2025,true
SYN-FIR-00305,SYN-OFF-0042,Criminal Intimidation,extortion,Belagavi Dist,3,2025,true
SYN-FIR-00306,SYN-OFF-0162,Theft,mobile_theft,Bengaluru City,3,2025,true
SYN-FIR-00307,SYN-OFF-0034,Cheating,atm_fraud,Bengaluru City,6,2025,true
SYN-FIR-00308,SYN-OFF-0071,Burglary,house_burglary,Bengaluru City,8,2025,true
SYN-FIR-00309,SYN-OFF-0174,Robbery,robbery_highway,Kalaburagi City,3,2025,true
SYN-FIR-00310,SYN-OFF-0207,Theft,vehicle_theft,Bengaluru City,1,2025,true
SYN-FIR-00311,SYN-OFF-0117,Theft,vehicle_theft,Bengaluru South,11,2025,true
SYN-FIR-00312,SYN-OFF-0037,Cheating,otp_fraud,Ballari,1,2025,true
SYN-FIR-00313,SYN-OFF-0047,Counterfeiting,counterfeit,Bengaluru City,5,2025,true
SYN-FIR-00314,SYN-OFF-0065,Cheating,investment_scam,Tumakuru,4,2025,true
SYN-FIR-00315,SYN-OFF-0021,Theft,vehicle_theft,Dharwad,9,2025,true
SYN-FIR-00316,SYN-OFF-0169,Cheating,otp_fraud,Davanagere,9,2025,true
SYN-FIR-00317,SYN-OFF-0121,Cheating,investment_scam,Mandya,4,2025,true
SYN-FIR-00318,SYN-OFF-0002,Criminal Intimidation,extortion,Bengaluru City,3,2025,true
SYN-FIR-00319,SYN-OFF-0068,Counterfeiting,counterfeit,Bengaluru City,4,2025,true
SYN-FIR-00320,SYN-OFF-0155,Theft,mobile_theft,Belagavi Dist,3,2025,true
SYN-FIR-00321,SYN-OFF-0061,Counterfeiting,counterfeit,Raichur,9,2025,true
SYN-FIR-00322,SYN-OFF-0001,Cheating,otp_fraud,Bengaluru City,4,2025,true
SYN-FIR-00323,SYN-OFF-0085,Cheating,atm_fraud,Uttara Kannada,9,2025,true
SYN-FIR-00324,SYN-OFF-0088,Dacoity,dacoity,Raichur,1,2025,true
SYN-FIR-00325,SYN-OFF-0085,Cheating,atm_fraud,Uttara Kannada,6,2025,true
SYN-FIR-00326,SYN-OFF-0007,Cheating,atm_fraud,Mangaluru City,3,2025,true
SYN-FIR-00327,SYN-OFF-0120,Cheating,investment_scam,Bengaluru City,12,2025,true
SYN-FIR-00328,SYN-OFF-0079,Counterfeiting,counterfeit,Bengaluru City,3,2025,true
SYN-FIR-00329,SYN-OFF-0077,Theft,vehicle_theft,Bagalkot,9,2025,true
SYN-FIR-00330,SYN-OFF-0169,Cheating,otp_fraud,Davanagere,2,2025,true
SYN-FIR-00331,SYN-OFF-0130,Cheating,investment_scam,Chikkamagaluru,11,2025,true
SYN-FIR-00332,SYN-OFF-0016,Burglary,house_burglary,Bengaluru City,8,2025,true
SYN-FIR-00333,SYN-OFF-0212,Burglary,house_burglary,Bengaluru City,7,2025,true
SYN-FIR-00334,SYN-OFF-0218,Counterfeiting,counterfeit,Uttara Kannada,7,2025,true
SYN-FIR-00335,SYN-OFF-0200,Theft,vehicle_theft,Chikkamagaluru,4,2025,true
SYN-FIR-00336,SYN-OFF-0179,Dacoity,dacoity,Chamarajanagar,12,2025,true
SYN-FIR-00337,SYN-OFF-0198,Dacoity,dacoity,Hassan,5,2025,true
SYN-FIR-00338,SYN-OFF-0056,Dacoity,dacoity,Tumakuru,4,2025,true
SYN-FIR-00339,SYN-OFF-0033,Theft,vehicle_theft,Shivamogga,1,2025,true
SYN-FIR-00340,SYN-OFF-0016,Burglary,house_burglary,Belagavi City,5,2025,true
SYN-FIR-00341,SYN-OFF-0178,Criminal Intimidation,extortion,Bengaluru City,5,2025,true
SYN-FIR-00342,SYN-OFF-0085,Cheating,atm_fraud,Uttara Kannada,1,2025,true
SYN-FIR-00343,SYN-OFF-0016,Burglary,house_burglary,Bengaluru Dist,6,2025,true
SYN-FIR-00344,SYN-OFF-0124,Theft,cattle_theft,Tumakuru,3,2025,true
SYN-FIR-00345,SYN-OFF-0189,Theft,vehicle_theft,Yadgir,8,2025,true
SYN-FIR-00346,SYN-OFF-0216,Burglary,house_burglary,Shivamogga,1,2025,true
SYN-FIR-00347,SYN-OFF-0168,Robbery,robbery_highway,Bengaluru City,9,2025,true
SYN-FIR-00348,SYN-OFF-0080,Theft,cattle_theft,Dharwad,10,2025,true
SYN-FIR-00349,SYN-OFF-0174,Robbery,robbery_highway,Kalaburagi City,1,2025,true
SYN-FIR-00350,SYN-OFF-0157,Counterfeiting,counterfeit,Chamarajanagar,10,2025,true
SYN-FIR-00351,SYN-OFF-0087,Robbery,robbery_highway,Haveri,12,2025,true
SYN-FIR-00352,SYN-OFF-0102,Counterfeiting,counterfeit,Bengaluru Dist,12,2025,true
SYN-FIR-00353,SYN-OFF-0130,Cheating,investment_scam,Bengaluru City,5,2025,true
SYN-FIR-00354,SYN-OFF-0127,Theft,cattle_theft,Bidar,3,2025,true
SYN-FIR-00355,SYN-OFF-0064,Robbery,chain_snatching,Hassan,2,2025,true
SYN-FIR-00356,SYN-OFF-0114,Cheating,otp_fraud,Bengaluru City,5,2025,true
SYN-FIR-00357,SYN-OFF-0130,Cheating,investment_scam,Mandya,4,2025,true
SYN-FIR-00358,SYN-OFF-0006,Robbery,robbery_highway,Dakshina Kannada,1,2025,true
SYN-FIR-00359,SYN-OFF-0136,Dacoity,dacoity,Bagalkot,10,2025,true
SYN-FIR-00360,SYN-OFF-0220,Robbery,robbery_highway,Tumakuru,7,2025,true
SYN-FIR-00361,SYN-OFF-0001,Cheating,otp_fraud,Bengaluru City,11,2025,true
SYN-FIR-00362,SYN-OFF-0145,Robbery,chain_snatching,K.G.F,9,2025,true
SYN-FIR-00363,SYN-OFF-0056,Dacoity,dacoity,Koppal,7,2025,true
SYN-FIR-00364,SYN-OFF-0056,Dacoity,dacoity,Tumakuru,1,2025,true
SYN-FIR-00365,SYN-OFF-0112,Robbery,chain_snatching,Kolar,6,2025,true
SYN-FIR-00366,SYN-OFF-0046,Theft,vehicle_theft,Raichur,10,2025,true
SYN-FIR-00367,SYN-OFF-0178,Robbery,robbery_highway,Vijayapur,9,2025,true
SYN-FIR-00368,SYN-OFF-0081,Dacoity,dacoity,Vijayanagara,2,2025,true
SYN-FIR-00369,SYN-OFF-0007,Cheating,atm_fraud,Mysuru Dist,10,2025,true
SYN-FIR-00370,SYN-OFF-0178,Criminal Intimidation,extortion,Vijayapur,8,2025,true
SYN-FIR-00371,SYN-OFF-0057,Theft,cattle_theft,Raichur,5,2025,true
SYN-FIR-00372,SYN-OFF-0195,Robbery,robbery_highway,Bengaluru City,6,2025,true
SYN-FIR-00373,SYN-OFF-0078,Theft,vehicle_theft,Tumakuru,12,2025,true
SYN-FIR-00374,SYN-OFF-0005,Criminal Intimidation,extortion,Bagalkot,12,2025,true
SYN-FIR-00375,SYN-OFF-0202,Dacoity,dacoity,Bengaluru South,8,2025,true
SYN-FIR-00376,SYN-OFF-0133,Robbery,robbery_highway,Mysuru Dist,1,2025,true
SYN-FIR-00377,SYN-OFF-0091,Robbery,chain_snatching,Raichur,9,2025,true
SYN-FIR-00378,SYN-OFF-0155,Theft,mobile_theft,Belagavi Dist,8,2025,true
SYN-FIR-00379,SYN-OFF-0159,Cheating,atm_fraud,Bengaluru City,4,2025,true
SYN-FIR-00380,SYN-OFF-0026,Cheating,otp_fraud,Yadgir,3,2025,true
SYN-FIR-00381,SYN-OFF-0071,Burglary,house_burglary,Uttara Kannada,11,2025,true
SYN-FIR-00382,SYN-OFF-0065,Cheating,investment_scam,Bengaluru City,1,2025,true
SYN-FIR-00383,SYN-OFF-0111,Dacoity,dacoity,Bengaluru City,8,2025,true
SYN-FIR-00384,SYN-OFF-0079,Counterfeiting,counterfeit,Belagavi Dist,8,2025,true
SYN-FIR-00385,SYN-OFF-0115,Cheating,investment_scam,Mysuru City,6,2025,true
SYN-FIR-00386,SYN-OFF-0168,Robbery,robbery_highway,Tumakuru,3,2025,true
SYN-FIR-00387,SYN-OFF-0156,Cheating,investment_scam,Bengaluru City,2,2025,true
SYN-FIR-00388,SYN-OFF-0045,Burglary,house_burglary,Kolar,11,2025,true
SYN-FIR-00389,SYN-OFF-0218,Counterfeiting,counterfeit,Kolar,2,2025,true
SYN-FIR-00390,SYN-OFF-0174,Robbery,robbery_highway,Kalaburagi City,6,2025,true
SYN-FIR-00391,SYN-OFF-0057,Theft,cattle_theft,Raichur,7,2025,true
SYN-FIR-00392,SYN-OFF-0216,Burglary,house_burglary,Shivamogga,2,2025,true
SYN-FIR-00393,SYN-OFF-0065,Theft,vehicle_theft,Bengaluru City,8,2025,true
SYN-FIR-00394,SYN-OFF-0022,Theft,cattle_theft,Bengaluru City,2,2025,true
SYN-FIR-00395,SYN-OFF-0057,Theft,cattle_theft,Raichur,5,2025,true
SYN-FIR-00396,SYN-OFF-0128,Robbery,chain_snatching,Vijayapur,5,2025,true
SYN-FIR-00397,SYN-OFF-0189,Theft,vehicle_theft,Yadgir,1,2025,true
SYN-FIR-00398,SYN-OFF-0142,Robbery,robbery_highway,Bengaluru Dist,7,2025,true
SYN-FIR-00399,SYN-OFF-0057,Theft,cattle_theft,Raichur,1,2025,true
SYN-FIR-00400,SYN-OFF-0149,Criminal Intimidation,extortion,Bengaluru City,12,2025,true
SYN-FIR-00401,SYN-OFF-0206,Counterfeiting,counterfeit,Koppal,10,2025,true
SYN-FIR-00402,SYN-OFF-0131,Burglary,house_burglary,Yadgir,12,2025,true
SYN-FIR-00403,SYN-OFF-0199,Cheating,otp_fraud,Mysuru Dist,6,2025,true
SYN-FIR-00404,SYN-OFF-0085,Cheating,atm_fraud,Uttara Kannada,1,2025,true
SYN-FIR-00405,SYN-OFF-0059,Burglary,house_burglary,Bengaluru Dist,4,2025,true
SYN-FIR-00406,SYN-OFF-0100,Cheating,investment_scam,Vijayapur,5,2025,true
SYN-FIR-00407,SYN-OFF-0181,Theft,mobile_theft,Hassan,4,2025,true
SYN-FIR-00408,SYN-OFF-0061,Counterfeiting,counterfeit,Raichur,1,2025,true
SYN-FIR-00409,SYN-OFF-0102,Counterfeiting,counterfeit,Bengaluru City,7,2025,true
SYN-FIR-00410,SYN-OFF-0174,Robbery,robbery_highway,Kalaburagi City,10,2025,true
SYN-FIR-00411,SYN-OFF-0012,Robbery,robbery_highway,Bengaluru City,10,2025,true
SYN-FIR-00412,SYN-OFF-0200,Theft,vehicle_theft,Chikkamagaluru,5,2025,true
SYN-FIR-00413,SYN-OFF-0007,Cheating,atm_fraud,Mangaluru City,4,2025,true
SYN-FIR-00414,SYN-OFF-0133,Robbery,robbery_highway,Mysuru Dist,10,2025,true
SYN-FIR-00415,SYN-OFF-0057,Theft,cattle_theft,Raichur,11,2025,true
SYN-FIR-00416,SYN-OFF-0034,Burglary,house_burglary,Bengaluru City,6,2025,true
SYN-FIR-00417,SYN-OFF-0142,Robbery,robbery_highway,Bengaluru City,7,2025,true
SYN-FIR-00418,SYN-OFF-0057,Theft,cattle_theft,Raichur,8,2025,true
SYN-FIR-00419,SYN-OFF-0190,Theft,mobile_theft,Bagalkot,10,2025,true
SYN-FIR-00420,SYN-OFF-0150,Counterfeiting,counterfeit,Tumakuru,12,2025,true
SYN-FIR-00421,SYN-OFF-0210,Criminal Intimidation,extortion,Bengaluru City,4,2025,true
SYN-FIR-00422,SYN-OFF-0101,Dacoity,dacoity,Mangaluru City,4,2025,true
SYN-FIR-00423,SYN-OFF-0085,Cheating,atm_fraud,Uttara Kannada,2,2025,true
SYN-FIR-00424,SYN-OFF-0157,Counterfeiting,counterfeit,Chikkamagaluru,6,2025,true
SYN-FIR-00425,SYN-OFF-0100,Cheating,otp_fraud,Bengaluru Dist,2,2025,true
SYN-FIR-00426,SYN-OFF-0127,Robbery,chain_snatching,Bidar,2,2025,true
SYN-FIR-00427,SYN-OFF-0133,Robbery,robbery_highway,Mysuru Dist,11,2025,true
SYN-FIR-00428,SYN-OFF-0130,Cheating,investment_scam,Chikkamagaluru,5,2025,true
SYN-FIR-00429,SYN-OFF-0201,Dacoity,dacoity,K.G.F,11,2025,true
SYN-FIR-00430,SYN-OFF-0016,Burglary,house_burglary,Bengaluru Dist,9,2025,true
SYN-FIR-00431,SYN-OFF-0087,Dacoity,dacoity,Haveri,5,2025,true
SYN-FIR-00432,SYN-OFF-0130,Cheating,investment_scam,Mysuru Dist,2,2025,true
SYN-FIR-00433,SYN-OFF-0097,Dacoity,dacoity,Belagavi Dist,7,2025,true
SYN-FIR-00434,SYN-OFF-0129,Cheating,investment_scam,Bengaluru City,11,2025,true
SYN-FIR-00435,SYN-OFF-0092,Cheating,otp_fraud,Bengaluru City,7,2025,true
SYN-FIR-00436,SYN-OFF-0006,Robbery,robbery_highway,Dakshina Kannada,4,2025,true
SYN-FIR-00437,SYN-OFF-0191,Robbery,robbery_highway,Bengaluru City,2,2025,true
SYN-FIR-00438,SYN-OFF-0072,Cheating,atm_fraud,Dharwad,5,2025,true
SYN-FIR-00439,SYN-OFF-0205,Theft,cattle_theft,Koppal,3,2025,true
SYN-FIR-00440,SYN-OFF-0198,Robbery,robbery_highway,Tumakuru,6,2025,true
SYN-FIR-00441,SYN-OFF-0194,Cheating,investment_scam,Bengaluru City,10,2025,true
SYN-FIR-00442,SYN-OFF-0072,Cheating,atm_fraud,Dharwad,10,2025,true
SYN-FIR-00443,SYN-OFF-0108,Counterfeiting,counterfeit,Bengaluru City,7,2025,true
SYN-FIR-00444,SYN-OFF-0130,Cheating,investment_scam,Bidar,6,2025,true
SYN-FIR-00445,SYN-OFF-0168,Robbery,robbery_highway,Bengaluru City,3,2025,true
SYN-FIR-00446,SYN-OFF-0169,Theft,mobile_theft,Davanagere,2,2025,true
SYN-FIR-00447,SYN-OFF-0112,Robbery,chain_snatching,Kolar,2,2025,true
SYN-FIR-00448,SYN-OFF-0079,Counterfeiting,counterfeit,Bengaluru Dist,11,2025,true
SYN-FIR-00449,SYN-OFF-0085,Cheating,atm_fraud,Uttara Kannada,12,2025,true
SYN-FIR-00450,SYN-OFF-0007,Cheating,atm_fraud,Mangaluru City,9,2025,true
SYN-FIR-00451,SYN-OFF-0175,Theft,mobile_theft,Vijayapur,2,2025,true
SYN-FIR-00452,SYN-OFF-0189,Theft,vehicle_theft,Yadgir,1,2025,true
SYN-FIR-00453,SYN-OFF-0155,Theft,mobile_theft,Belagavi Dist,6,2025,true
SYN-FIR-00454,SYN-OFF-0191,Robbery,robbery_highway,Bengaluru City,3,2025,true
SYN-FIR-00455,SYN-OFF-0138,Burglary,house_burglary,Vijayapur,11,2025,true
SYN-FIR-00456,SYN-OFF-0057,Theft,cattle_theft,Belagavi Dist,6,2025,true
SYN-FIR-00457,SYN-OFF-0027,Robbery,robbery_highway,Bengaluru City,1,2025,true
SYN-FIR-00458,SYN-OFF-0186,Theft,vehicle_theft,Bengaluru Dist,9,2025,true
SYN-FIR-00459,SYN-OFF-0170,Cheating,investment_scam,Bengaluru City,3,2025,true
SYN-FIR-00460,SYN-OFF-0049,Counterfeiting,counterfeit,Yadgir,8,2025,true
SYN-FIR-00461,SYN-OFF-0074,Counterfeiting,counterfeit,Ballari,7,2025,true
SYN-FIR-00462,SYN-OFF-0124,Theft,cattle_theft,Davanagere,4,2025,true
SYN-FIR-00463,SYN-OFF-0149,Criminal Intimidation,extortion,Bengaluru City,6,2025,true
SYN-FIR-00464,SYN-OFF-0192,Theft,mobile_theft,Udupi,4,2025,true
SYN-FIR-00465,SYN-OFF-0023,Criminal Intimidation,extortion,Raichur,5,2025,true
SYN-FIR-00466,SYN-OFF-0018,Dacoity,dacoity,Mysuru Dist,10,2025,true
SYN-FIR-00467,SYN-OFF-0187,Theft,mobile_theft,Ballari,2,2025,true
SYN-FIR-00468,SYN-OFF-0155,Theft,mobile_theft,Belagavi Dist,3,2025,true
SYN-FIR-00469,SYN-OFF-0203,Cheating,atm_fraud,Bengaluru Dist,10,2025,true
SYN-FIR-00470,SYN-OFF-0204,Theft,cattle_theft,Bengaluru South,9,2025,true
SYN-FIR-00471,SYN-OFF-0061,Counterfeiting,counterfeit,Raichur,1,2025,true
SYN-FIR-00472,SYN-OFF-0120,Cheating,investment_scam,K.G.F,2,2025,true
SYN-FIR-00473,SYN-OFF-0039,Robbery,robbery_highway,Udupi,9,2025,true
SYN-FIR-00474,SYN-OFF-0176,Theft,cattle_theft,Bengaluru South,10,2025,true
SYN-FIR-00475,SYN-OFF-0135,Theft,mobile_theft,Bengaluru City,8,2025,true
SYN-FIR-00476,SYN-OFF-0146,Theft,vehicle_theft,Bagalkot,3,2025,true
SYN-FIR-00477,SYN-OFF-0016,Burglary,house_burglary,Bengaluru Dist,9,2025,true
SYN-FIR-00478,SYN-OFF-0127,Theft,cattle_theft,Bidar,6,2025,true
SYN-FIR-00479,SYN-OFF-0198,Robbery,robbery_highway,Belagavi Dist,3,2025,true
SYN-FIR-00480,SYN-OFF-0009,Cheating,otp_fraud,Kalaburagi,6,2025,true
