Sl.No.,Heads of Crime,Major Heads,Minor Heads,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month,,,,,,
506,A - IPC/BNS Crime,Human Trafficking,Women,0,0,0,0,,,,,,
507,A - IPC/BNS Crime,Human Trafficking,Girl,3,0,1,0,,,,,,
508,A - IPC/BNS Crime,Giving false information respecting an offence committed,Giving false information respecting an offence committed,19,0,3,12,,,,,,
509,B - SPECIAL & LOCAL LAWS,Petty Organised Crimes,NA,,,,,,,#REF!,,,
510,B - SPECIAL & LOCAL LAWS,ANTIQUES (CULTURAL PROPERTY),Antiques & Art Treasures Act 1972,0,0,0,0,,,,,,
511,B - SPECIAL & LOCAL LAWS,ANTIQUES (CULTURAL PROPERTY),Ancient Monument & Archaelogical Sites And Remains Act 1958,5,2,0,1,,,,,,
512,B - SPECIAL & LOCAL LAWS,ARMS ACT 1959,Country Made - Non Prohibited Bore - In Disturbed Area,6,3,2,1,,,,,,
513,B - SPECIAL & LOCAL LAWS,ARMS ACT 1960,Country Made - Non Prohibited Bore - In Other Area,75,12,10,10,,,,,,
514,B - SPECIAL & LOCAL LAWS,ARMS ACT 1961,Country Made - Prohibited Bore - In Disturbed Area,5,2,2,1,,,,,,
515,B - SPECIAL & LOCAL LAWS,ARMS ACT 1962,Country Made - Prohibited Bore - In Other Area,63,6,6,18,,,,,,
516,B - SPECIAL & LOCAL LAWS,ARMS ACT 1963,Factory Made - Non Prohibited Bore - In Disturbed Area,3,0,0,0,,,,,,
517,B - SPECIAL & LOCAL LAWS,ARMS ACT 1964,Factory Made - Non Prohibited Bore - In Other Area,16,1,2,3,,,,,,
518,B - SPECIAL & LOCAL LAWS,ARMS ACT 1965,Factory Made - Prohibited Bore - In Disturbed Area,6,0,0,2,,,,,,
519,B - SPECIAL & LOCAL LAWS,ARMS ACT 1966,Factory Made - Prohibited Bore - In Other Area,26,4,5,5,,,,,,
520,B - SPECIAL & LOCAL LAWS,ANIMAL,The Karnataka Prevention of Slaughter and Preservation of Cattle Ordinance 2020,71,20,16,22,,,,,,
521,B - SPECIAL & LOCAL LAWS,ANIMAL,Wild Life Preservation Act 1972,0,0,0,0,,,,,,
522,B - SPECIAL & LOCAL LAWS,ANIMAL,Wild Life Protection Act 1972,3,0,0,0,,,,,,
523,B - SPECIAL & LOCAL LAWS,ANIMAL,Prevention of Cruelty to Animals Act 1960,149,30,27,49,,,,,,
524,B - SPECIAL & LOCAL LAWS,ANIMAL,Elephant (Preservation) Act 1879,0,0,0,0,,,,,,
525,B - SPECIAL & LOCAL LAWS,ANIMAL,Cattle Tresspass Act 1871,3,2,0,1,,,,,,
526,B - SPECIAL & LOCAL LAWS,ANIMAL,Sub Total,226,52,43,72,,,,,,
527,B - SPECIAL & LOCAL LAWS,ANIMAL,CINEMATOGRAPHY ACT 1952,,,,,,,,,,
528,B - SPECIAL & LOCAL LAWS,ANIMAL,Films,0,0,0,0,,,,,,
529,B - SPECIAL & LOCAL LAWS,ANIMAL,Video,0,0,0,0,,,,,,
530,B - SPECIAL & LOCAL LAWS,CONSUMER,Liquified Petroleum Gas Supply & Control Order 2000 ,52,4,7,7,,,,,,
531,B - SPECIAL & LOCAL LAWS,CONSUMER,Consumer (Protection) Act 1986,5,1,2,2,,,,,,
532,B - SPECIAL & LOCAL LAWS,CONSUMER,Essential Commodities Act 1955,300,46,65,62,,,,,,
533,B - SPECIAL & LOCAL LAWS,CONSUMER,Prevention of Food Adulternation Act 1954,2,3,0,0,,,,,,
534,B - SPECIAL & LOCAL LAWS,CONSUMER,Packaged Commodities (Regulation) order 1975,0,0,0,0,,,,,,
535,B - SPECIAL & LOCAL LAWS,COPY RIGHT ACT 1957,By Company,71,15,6,8,,,,,,
536,B - SPECIAL & LOCAL LAWS,COPY RIGHT ACT 1958,By Individual,46,13,7,11,,,,,,
537,B - SPECIAL & LOCAL LAWS,CIVIL RIGHTS,Protection of Civil Rights Act 1955,3,0,0,0,,,,,,
538,B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste  ,667,100,118,108,,,,,,
539,B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes,148,9,19,30,,,,,,
540,B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste Women,249,33,34,44,,,,,,
541,B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes Women,56,10,6,8,,,,,,
542,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Child Labour (Prohibition & Regulation) Act1986,36,19,4,12,,,,,,
543,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Child Marriage (Restraint) Act - 1929,115,22,30,30,,,,,,
544,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Juvenile Justice Act 1986,85,11,16,6,,,,,,
545,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Probation of offenders Act 1958,0,0,0,0,,,,,,
546,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Protection of Children from Sexual Offences Act 2012 (POCSO),0,0,0,0,,,,,,
547,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Elected,0,0,0,0,,,,,,
548,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1989,Public Servant - Gazetted - Central,1,0,0,1,,,,,,
549,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1990,Public Servant - Gazetted - Defence,0,0,0,0,,,,,,
550,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1991,Public Servant - Gazetted - Public Sector Undertaking,0,0,0,0,,,,,,
551,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1992,Public Servant - Gazetted - State,1,0,1,0,,,,,,
552,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1993,Public Servant - Non-Gazetted - Central,0,0,0,0,,,,,,
553,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1994,Public Servant - Non-Gazetted - Defence,0,0,0,0,,,,,,
554,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1995,Public Servant - Non-Gazetted - State,0,0,0,0,,,,,,
555,B - SPECIAL & LOCAL LAWS,CUSTOMS,Customs Act 1962,0,0,0,0,,,,,,
556,B - SPECIAL & LOCAL LAWS,CUSTOMS,Import/Export (Control) Act 1947,0,0,0,0,,,,,,
557,B - SPECIAL & LOCAL LAWS,Explosives,Explosives Substances Act 1908,22,1,2,2,,,,,,
558,B - SPECIAL & LOCAL LAWS,Explosives,Explosives Act 1884,22,3,2,3,,,,,,
559,B - SPECIAL & LOCAL LAWS,Explosives,Inflammable Substance Act 1952,0,0,0,0,,,,,,
560,B - SPECIAL & LOCAL LAWS,FOREIGN EXCHANGE,Smugglers and Foreign Exchange Manipulator Act 1976,0,0,0,0,,,,,,
561,B - SPECIAL & LOCAL LAWS,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1973,0,0,0,0,,,,,,
562,B - SPECIAL & LOCAL LAWS,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1952,0,0,0,0,,,,,,
563,B - SPECIAL & LOCAL LAWS,FOREIGNER,Foreigners Act 1946,45,21,18,9,,,,,,
564,B - SPECIAL & LOCAL LAWS,FOREIGNER,Registration of Foreigners Act 1939,0,0,0,0,,,,,,
565,B - SPECIAL & LOCAL LAWS,FOREST,Indian Forest Act 1927,0,0,0,0,,,,,,
566,B - SPECIAL & LOCAL LAWS,FOREST,Forest (Conservation) Act 1980,5,0,1,1,,,,,,
567,B - SPECIAL & LOCAL LAWS,HIJACKING,Foreign Aircraft - In India,0,0,0,0,,,,,,
568,B - SPECIAL & LOCAL LAWS,HIJACKING,Foreign Aircraft - Outside India,0,0,0,0,,,,,,
569,B - SPECIAL & LOCAL LAWS,HIJACKING,Indian Aircraft - In India,0,0,0,0,,,,,,
570,B - SPECIAL & LOCAL LAWS,HIJACKING,Indian Aircraft - Outside India,0,0,0,0,,,,,,
571,B - SPECIAL & LOCAL LAWS,IMMORAL TRAFFIC,Organised,107,17,15,34,,,,,,
572,B - SPECIAL & LOCAL LAWS,IMMORAL TRAFFIC,Un-Organised,59,4,5,17,,,,,,
573,B - SPECIAL & LOCAL LAWS,BONDED LABOUR SYSTEM,NA,3,0,2,0,,,,,,
574,B - SPECIAL & LOCAL LAWS,INDIAN MOTOR VEHICLE,NA,50,13,4,6,,,,,,
575,B - SPECIAL & LOCAL LAWS,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Cultivated/Processed,1174,129,165,281,,,,,,
576,B - SPECIAL & LOCAL LAWS,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Synthetic,1656,192,209,381,,,,,,
577,B - SPECIAL & LOCAL LAWS,PASSPORT ACT,Foreigner,2,0,0,2,,,,,,
578,B - SPECIAL & LOCAL LAWS,PASSPORT ACT,Indian,2,0,0,0,,,,,,
579,B - SPECIAL & LOCAL LAWS,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Assembly,0,1,0,0,,,,,,
580,B - SPECIAL & LOCAL LAWS,REPRESENTATIVE OF PEOPLE ACT 1951 & 1989,Parliament,0,1,0,0,,,,,,
581,B - SPECIAL & LOCAL LAWS,REPRESENTATIVE OF PEOPLE ACT 1951 & 1990,Other Elected Bodies,0,0,0,0,,,,,,
582,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),3386,409,605,693,,,,,,
583,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1964,Street Gambling (87),3705,479,450,635,,,,,,
584,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1965,House Gambling (79 & 80),130,31,12,19,,,,,,
585,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1966,Betting ,550,21,92,18,,,,,,
586,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1967,Others ,291,32,35,35,,,,,,
587,B - SPECIAL & LOCAL LAWS,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,NA,59,18,5,15,,,,,,
588,B - SPECIAL & LOCAL LAWS,"POST & TELEGRAPH, TELEGRAPH WIRES (UNLAWFUL POSSESSION) ACT 1980",NA,0,1,0,0,,,,,,
589,B - SPECIAL & LOCAL LAWS,OFFICIAL SECURITY RELATED ACTS,Official Secrets Act 1923,1,0,0,1,,,,,,
590,B - SPECIAL & LOCAL LAWS,OFFICIAL SECURITY RELATED ACTS,Essential Services Maintenance Act 1981,0,0,0,0,,,,,,
591,B - SPECIAL & LOCAL LAWS,PREVENTION OF TERRORISM ACT (POTA),NA,0,0,0,0,,,,,,
592,B - SPECIAL & LOCAL LAWS,RAILWAYS ACT,Indian Railways Act 1989,1,0,0,0,,,,,,
593,B - SPECIAL & LOCAL LAWS,RAILWAYS ACT,Railway Property (Unlawful Possession) Act 1966,0,0,0,0,,,,,,
594,B - SPECIAL & LOCAL LAWS,UNLAWFUL ACTIVITIES (Prevention) Act 1967,NA,0,0,0,0,,,,,,
595,B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Dowry Prohibition,930,179,178,184,,,,,,
596,B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Commission of SATI (Prevention) Act 1987,0,0,0,0,,,,,,
597,B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Indecent Representation of Women (Prohibition) Act 1986,1,1,0,1,,,,,,
598,B - SPECIAL & LOCAL LAWS,INDIAN LUNACY ACT,NA,0,0,0,0,,,,,,
599,B - SPECIAL & LOCAL LAWS,INDIAN ELECTRICITY ACT,NA,8,0,0,2,,,,,,
600,B - SPECIAL & LOCAL LAWS,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",NA,2339,60,667,1198,,,,,,
601,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Prevention of Insult to National Hounours Act 1971,6,0,1,0,,,,,,
602,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"Prevention of violence against Doctors, Medical professionals and Medical institutions",8,1,1,1,,,,,,
603,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"The Karnataka Prevention of Dangerous Activities of Bootleggers, Drug-offenders, Gamblers, Goonda Act",0,0,0,0,,,,,,
604,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Cow Slaughters Act,116,45,19,25,,,,,,
605,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Banning of Unregulated Deposit Schemes Act,11,2,0,0,,,,,,
606,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"Motor Spirit and High Speed Diesel (Regulation of upply, Distribution and Prevention of Malpractice",0,0,0,0,,,,,,
607,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Epidemic Deseases Act 2020,0,0,0,0,,,,,,
608,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prevention of Slaughter and Preservation of Cattle Act 2020,133,32,19,50,,,,,,
609,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Disaster Management Act 2005,0,0,0,0,,,,,,
610,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Excise Act 1965,5579,523,871,1143,,,,,,
611,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Forest Act 1963,19,5,5,8,,,,,,
612,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Education Act 1983 As Amended Upto Date,2,0,0,0,,,,,,
613,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Restriction Unuse Act 1956,0,0,0,0,,,,,,
614,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka University Act,0,0,0,0,,,,,,
615,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Corruption Act,0,0,0,0,,,,,,
616,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Medical Registration Act 1965,2,0,0,1,,,,,,
617,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Land & Revenue Act 1964 & 2007,25,2,4,7,,,,,,
618,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Dealers License Order 1969,0,0,0,0,,,,,,
619,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Society Registration Act,0,0,0,0,,,,,,
620,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Minor Mineral Consistent Rule 1994,10,0,1,4,,,,,,
621,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Bangalore Development Authority Act,0,0,0,0,,,,,,
622,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Beggery Act 1975,38,0,22,3,,,,,,
623,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Municipalities Act 1964,1,0,1,0,,7,,,,
624,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Irrigation Act 1963,3,0,0,0,,1,,,,
625,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Fire Force act 1964,4,0,0,2,,0,,,,
626,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Consumer Protection Act 1986,0,0,0,0,,2,,,,
627,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Lottery Act,48,5,8,11,,8,,,,
628,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Weight & Measurement Act,0,0,0,0,,60,,,,
629,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Agriculture Marketing Regulation Act,0,0,0,0,,0,,,,
630,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Revenue Act,1,1,0,1,,0,,,,
631,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Mining Act,1,0,0,1,,65,,,,
632,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Betting Tax Act,0,0,0,0,,3,,,,
633,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Panchayat Raj Act,1,0,0,0,,1,,,,
634,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Open Place Disfigurement Act 1951,87,125,24,0,,1,,,,
635,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Right To Information Act 2000 & 2008,1,0,0,0,,2,,,,
636,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Urban Development Act 1987,0,0,0,0,,4,,,,
637,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Town & City Planning Act 1961,0,0,0,0,,1,,,,
638,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Race Betting Act,0,0,0,0,,18,,,,
639,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Devadasi's (Prohibition Of Dedication) Act 1982,0,1,0,0,,0,,,,
640,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Cooperative Society Act,1,0,0,0,,1,,,,
641,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Entertainment Tax Act 1958,2,1,0,0,,3,,,,
642,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Land Acquisition (Prohibition) Act 2007,0,0,0,0,,5,,,,
643,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Money Lender Act 1961,13,2,1,1,,0,,,,
644,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Stamp Act 1957,0,0,0,0,,1,,,,
645,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prisoners Act 1963 & 1974,27,2,1,7,,36,,,,
646,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Private Medical Institution Act 2007,3,0,0,1,,0,,,,
647,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,MMRD (Mines & Minerals Regulation Development ) Act 1957,39,9,3,11,,1,,,,
648,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Treasure Trove Act 1962,2,0,0,1,,0,,,,
649,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Charging Exorbitant Interest Act 2004,10,0,1,1,,0,,,,
650,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Ayurvedic And Unani Pract. Regis. & Medical Prac. Misc. Prov. Act,0,0,0,0,,0,,,,
651,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Other Local Acts,111,9,27,30,,3,,,,
652,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),"Information Technology Act 2000, 2009",72,1930,10,11,,,,,,
653,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),CSAM (Child Pornography). Cyber Tip Line,15,0,1,3,,,,,,
654,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Online Money Transfer,634,15,105,107,,,,,,
655,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Credit Card Fraud,377,10,57,72,,,,,,
656,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Loan App,104,4,19,15,,,,,,
657,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),"Ransomeware Attack, Installing Spyware & Troman, Using Other Malware & Viruses to infect degital serv",3,0,0,0,,,,,,
658,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),"Gifts, iPhone & Lottery Fraud",72,3,7,12,,,,,,
659,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Deep Fake/Deep Nudes,16,0,3,1,,,,,,
660,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),"Investment Fraud (Part Time Job, Task, Review)",1528,7,262,243,,,,,,
661,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Card Skimming,5,0,0,0,,,,,,
662,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Job Fraud,330,7,53,57,,,,,,
663,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Hacking of Accounts & Ids,90,1,20,20,,,,,,
664,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Business Fraud,70,2,8,11,,,,,,
665,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Phishing (Taking Password & Information),24,0,1,3,,,,,,
666,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Email Spoofing / Fraud,22,0,1,2,,,,,,
667,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),SIM card Swapping / SIM Jacking / SIM Cloning,5,1,3,1,,0,,,,
668,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Social Media Cases (Instagram/Facebook/Whatsapp/X /Telegram etc),265,7,69,47,,,,,,
669,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),"Crypto Currency, Bitcoin, etc.",51,0,6,5,,,,,,
670,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Remote Access Fraud  (Any Desk/ Team Viewer),4,0,1,1,,,,,,
671,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),OLX Fraud,94,0,16,10,,,,,,
672,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Data Theft,30,2,3,3,,,,,,
673,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Fedex,27,3,3,3,,,,,,
674,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Matrimony Fraud,54,1,10,10,,,,,,
675,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),"OTP Frauds (KYC Update, Apk Link)",338,7,45,59,,,,,,
676,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Sextortion and Revenge Porn,57,0,7,11,,,,,,
677,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Advertising Frauds,23,0,3,3,,,,,,
678,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Investment Fraud (Trading & Share Trading),1742,18,265,295,,,,,,
679,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Fake Customer Care,153,1,27,24,,,,,,
680,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),ATM Fraud,10,0,0,1,,,,,,
681,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Digital Arrest,168,2,27,21,,,,,,
682,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),AEPS (Aadhaar),0,0,0,0,,,,,,
683,B - SPECIAL & LOCAL LAWS,CYBER CRIME (INFORMATION TECHNOLOGY ACT),Others ,910,38,162,195,,,,,,
684,B - SPECIAL & LOCAL LAWS,NATIONAL SECURITY ACT,NA,0,0,0,0,,,,,,
685,B - SPECIAL & LOCAL LAWS,POCSO,Custodial Rape,2,0,1,0,,,,,,
686,B - SPECIAL & LOCAL LAWS,POCSO,Gang Rape,1,0,0,0,,,,,,
687,B - SPECIAL & LOCAL LAWS,POCSO,Rape with Murder,9,1,5,0,,,,,,
688,B - SPECIAL & LOCAL LAWS,POCSO,Rape,1533,265,273,204,,,,,,
689,B - SPECIAL & LOCAL LAWS,POCSO,Others ,607,76,95,105,,,,,,
690,B - SPECIAL & LOCAL LAWS,Aadhar Act,Offence by Company,0,0,0,0,,,,,,
691,B - SPECIAL & LOCAL LAWS,Aadhar Act,Impersonation,0,0,0,0,,,,,,
692,B - SPECIAL & LOCAL LAWS,Aadhar Act,Offence by Individual,0,0,0,0,,,,,,
693,C. CRIMES AGAINST WOMEN,RAPE (Sec.376 IPC/64 BNS),1.1  Custodial Rape,0,0,0,0,,,,,,
694,C. CRIMES AGAINST WOMEN,RAPE (Sec.376 IPC/64 BNS),1.2  Gang Rape,7,0,2,0,,,,,,
695,C. CRIMES AGAINST WOMEN,RAPE (Sec.376 IPC/64 BNS),1.3  other Cases of Rape,474,63,88,78,,,,,,
696,C. CRIMES AGAINST WOMEN,Outraging modesty (Molestation) (sec.354 IPC/74 BNS),NA,2693,624,490,527,,412,,,,
697,C. CRIMES AGAINST WOMEN,Kidnapping & Abduction of Women: (Sec.366 IPC/87 BNS),NA,59,14,15,9,,13,,,,
698,C. CRIMES AGAINST WOMEN,Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC/296 & 79 BNS if victim is a woman),NA,199,11,35,42,,399,,,,
699,C. CRIMES AGAINST WOMEN,Murder for Dowry - by burning (Sec.302 IPC/103 BNS),NA,1,0,0,0,,,,,,
700,C. CRIMES AGAINST WOMEN,"Murder for Dowry - by other means
(Sec.302 IPC/103 BNS)",NA,4,1,0,0,,,,,,
701,C. CRIMES AGAINST WOMEN,Murder for other reasons,NA,189,32,29,28,668,,,,,
702,C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by burning (Sec.307 IPC/109 BNS),NA,0,0,0,0,37,,738,,,327
703,C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by other means (Sec.307 IPC/109 BNS),NA,10,5,2,0,631,,34,,,11
704,C. CRIMES AGAINST WOMEN,Attempt to Commit murder for other reasons,NA,511,57,63,100,213,,704,,,316
705,C. CRIMES AGAINST WOMEN,"Dowry Death-by burning
(Sec.304-B IPC/80 BNS)",NA,1,0,0,0,16,,459-32,,,
706,C. CRIMES AGAINST WOMEN,Dowry Death-by other Means (Sec.304(B) IPC/80 BNS),NA,59,10,6,7,197,,,,,
707,C. CRIMES AGAINST WOMEN,Cruelty by Husband or Relatives of Husband (Sec.498-A IPC/85 BNS),NA,1458,285,260,270,,,,,428,
708,C. CRIMES AGAINST WOMEN,Abetment of Suicide (Sec.306 IPC/108 BNS),NA,81,13,11,9,,408,,,11,
709,C. CRIMES AGAINST WOMEN,Immoral Traffic (prevention) Act.,NA,166,21,20,51,,,,,417,
